Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Sandeep Ku Chhualsingh,Internal,SE DAO ESTIMATOR,Sandeep Kumar Chhualsingh,21-Apr-2025 07:42 PM,22-Apr-2025 09:00 AM,techsummary_532207.pdf (8911.30 KB),Finance,11 NOS. BID OPENED,Kuna Charan Sing,22-Apr-2025 01:57 PM,,BOQ Comparative Chart,1,2851925,ASHARANI DALAL,12-Mar-2025 01:19 PM,Rejected-Finance,Disqualified,08-May-2025 07:03 PM,03-Jun-2025,"INR 5,290,755",120.0,Sandeep Kumar Chhualsingh,03-Jun-2025 11:46 AM,2334.pdf (814.00 KB),L1 Bidder,1.0,2851357.0,Mukesh Kumar Kudei,INR,"5,290,755",EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,2025_EICCL_111326_1,SEBDH 18/2024-25,Construction of First Floor of DIC existing building at Boudh for the year 2024_25,Technical,11 nos. bid submitted,Sandeep Kumar Chhualsingh,21-Apr-2025 07:30 PM,,Sandeep Ku Chhualsingh,Internal,SE DAO EST,Lingaraj Sethi,08-May-2025 07:03 PM,finsummary_532207.pdf (983.31 KB),AOC,"62,300",Yes,fixed,,Nil,Nil,04-Mar-2025 03:00 PM,13-Mar-2025 11:30 AM,04-Mar-2025 03:00 PM,12-Mar-2025 05:00 PM,04-Mar-2025 03:00 PM ,12-Mar-2025 01:00 PM ,04-Mar-2025 03:00 PM,12-Mar-2025 05:00 PM,22-Apr-2025 09:00 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC,GST,PAN, Affidavit , other relevant documents as per clauses of DTCN",SE Boudh R and B Division Boudh,O/o the SE Boudh R and B Division Boudh,Construction of First Floor of DIC existing building at Boudh for the year 2024_25,Building work,Please refer tender documents ,NA ,"62,23,685",Civil Works - Buildings,NA ,Tender,90.0,120.0,Boudh,762014.0,NA ,NA ,NA ,O/o the SE Boudh R and B Division Boudh,No ,No,"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,SEBDH 18/2024-25,2025_EICCL_111326_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,2852444,Asharani Mishra,12-Mar-2025 04:43 PM,Rejected-Finance,Disqualified,08-May-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2852123,Benudhara Pradhan,12-Mar-2025 03:00 PM,Rejected-Finance,Disqualified,08-May-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2844521,BISWARANJAN PATTANAYAK,05-Mar-2025 10:40 AM,Rejected-Finance,Disqualified,08-May-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2851357,Mukesh Kumar Kudei,12-Mar-2025 10:04 AM,Accepted-AOC,L1 Bidder,03-Jun-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2849669,SAMUKA MEHER,10-Mar-2025 07:00 PM,Rejected-Finance,Disqualified,08-May-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2848483,Santosh Kumar Nayak,11-Mar-2025 06:06 PM,Rejected-Finance,Disqualified,08-May-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2851165,Shekh Sahajahan,11-Mar-2025 08:36 PM,Rejected-Finance,Disqualified,08-May-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2851022,SNEHASISH DALAL,11-Mar-2025 06:57 PM,Rejected-Finance,Disqualified,08-May-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2848119,Sri Sangram Keshari Meher,09-Mar-2025 08:44 PM,Rejected-Finance,Disqualified,08-May-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,2851517,Suvendu Pradhan,12-Mar-2025 12:37 PM,Rejected-Finance,Disqualified,08-May-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
