Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Online Paper Cost,EMD,RC,PAN,GST,Original Affidavit ,No relation Certificate etc",Special repair to Roda to Panibhandar road for the year 2024-2025.,Special repair to Roda to Panibhandar road for the year 2024-2025.,Please refer Tender documents. ,NA ,"6,72,000",Civil Works - Roads,NA ,Tender,90.0,30.0,KAMAKHYANAGAR,759018.0,NA ,NA ,NA ,Superintending Engineer R.W. Division DKL-II Kamak,No ,No,Superintending Engineer Rural Works Division-Il,"Superintending Engineer, Rural Works Division-II,Dhenkanal Kamakhyanagar At-Jiridamali Po/Ps-Kamakhyanagar Dist-Dhenkanal","6,720",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,03-Jan-2025 12:00 PM,08-Jan-2025 05:30 PM,03-Jan-2025 12:00 PM,08-Jan-2025 05:00 PM,NA ,NA ,03-Jan-2025 12:00 PM,08-Jan-2025 05:00 PM,CE RW I||RWCIRCLE-ANGUL||RWDIVISION-KAMAKSHYANAGAR,Road OnLine-KNR-16/2024-25,2025_CERWI_108979_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Superintending Engineer,Internal,DAO Estimator,Sibajyoti Sahoo,01-Jun-2025 03:35 PM,finsummary_523395.pdf (157.62 KB),Superintending Engineer,Internal,DAO Estimator,Sibajyoti Sahoo,09-Feb-2025 06:24 AM,techsummary_523395.pdf (163.37 KB),01-Jun-2025,"INR 571,502.618",30.0,Sibajyoti Sahoo,01-Jun-2025 03:44 PM,Roda.pdf (158.00 KB),1,2737800,Aditya Kumar Pany,08-Jan-2025 03:32 PM,Rejected-Finance,Lottery Losser,01-Jun-2025 03:35 PM,CE RW I||RWCIRCLE-ANGUL||RWDIVISION-KAMAKSHYANAGAR,2025_CERWI_108979_15,Road OnLine-KNR-16/2024-25,Special repair to Roda to Panibhandar road for the year 2024-2025.,1.0,2736880.0,DINESH KUMAR PANDA,INR,"571,503",Finance,15nos bidder found,Suvasmita Dash,22-Jan-2025 10:50 AM,finance_523395.pdf,BOQ Comparative Chart,AOC
,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2732131,Ajit Kumar Sahoo,06-Jan-2025 08:32 PM,Rejected-Finance,Lottery Losser,01-Jun-2025 03:35 PM,,,,,,,,,,,,,,,,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2733717,AMARENDRA DAS,07-Jan-2025 06:31 PM,Rejected-Finance,Lottery Losser,01-Jun-2025 03:35 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2728285,Chadan Maharana,04-Jan-2025 01:21 PM,Rejected-Finance,Lottery Losser,01-Jun-2025 03:35 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2737747,Dharmendra Kumar Sahoo,08-Jan-2025 03:36 PM,Rejected-Finance,Lottery Losser,01-Jun-2025 03:35 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2736880,DINESH KUMAR PANDA,08-Jan-2025 12:26 PM,Accepted-AOC,Lottery Winner,01-Jun-2025 03:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2727288,MAMULI NAIK,03-Jan-2025 09:57 PM,Rejected-Finance,Lottery Losser,01-Jun-2025 03:35 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2730620,PRATIMA PARIDA,05-Jan-2025 05:28 PM,Rejected-Finance,Lottery Losser,01-Jun-2025 03:35 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2734859,RASHMITA ROUT,07-Jan-2025 02:35 PM,Rejected-Finance,Lottery Losser,01-Jun-2025 03:35 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2735627,RUKMANI BINAYAK,07-Jan-2025 10:10 PM,Rejected-Finance,Lottery Losser,01-Jun-2025 03:35 PM,,,,,,,,,,,,,,,,AOC
