EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"7,730",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Bid Document,EMD,GSTIN,PAN,Affidavit,NRC and other documents as per DTCN","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"S.E Barpali Irrigation Division,Barpali","O/o the S.E. Barpali Irrigation Division,Barpali",Improvement to Sankara Minor within RD 3700 m to RD 4500 m under lump critical for the year 2025-26,Improvement to Sankara Minor within RD 3700 m to RD 4500 m under lump critical for the year 2025-26,Please refer Tender documents. ,NA ,"7,73,440",Civil Works - Canal,NA ,Tender,90.0,45.0,Barpali,768029.0,NA ,NA ,NA ,O/o the Superintending Engineer Barpali Irrigation,No ,No,1.0,Year Date change,Other,,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Canal Irr.Divn,Bargarh",BID01 01-44 2025-26 ON LINE,2025_CEBBU_112267_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,08-Apr-2025 11:00 AM,17-Apr-2025 11:00 AM,08-Apr-2025 11:00 AM,16-Apr-2025 05:00 PM,08-Apr-2025 11:00 AM ,15-Apr-2025 05:00 PM ,08-Apr-2025 11:00 AM,16-Apr-2025 05:00 PM,AOC,"Superintending Engineer Barpali Irrigation Division,Barpali",Internal,,Madan Mohan Sethy,10-Jun-2025 08:27 PM,techsummary_535603.pdf (861.71 KB),"Superintending Engineer Barpali Irrigation Division,Barpali",Internal,,Madan Mohan Sethy,10-Jun-2025 08:35 PM,finsummary_535603.pdf (861.71 KB),Finance,open,Madan Mohan Sethy,19-Apr-2025 10:39 PM,,BOQ Comparative Chart,10-Jun-2025,"INR 657,501",45.0,Madan Mohan Sethy,10-Jun-2025 08:39 PM,34.pdf (162.00 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Canal Irr.Divn,Bargarh",2025_CEBBU_112267_34,BID01 01-44 2025-26 ON LINE,Improvement to Sankara Minor within RD 3700 m to RD 4500 m under lump critical for the year 2025-26,1.0,2883731.0,DEBANTA KARNA,INR,"657,501",1,2885021,AMIT AGRAWAL,15-Apr-2025 04:59 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 08:35 PM,AOC
,,,,,,,,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2886344,Artatrana Sanyasi,16-Apr-2025 04:23 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 08:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2883731,DEBANTA KARNA,16-Apr-2025 09:58 AM,Accepted-AOC,AOC,10-Jun-2025 08:39 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2883768,JEEVARDHAN NAIK,14-Apr-2025 11:19 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 08:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2880503,JUBULI MISHRA,16-Apr-2025 01:22 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 08:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2883113,Lili Sahu,12-Apr-2025 11:14 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 08:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2884242,RINKI SAHU,16-Apr-2025 01:10 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 08:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2884646,SANJAYA KUMAR NAYAK,16-Apr-2025 01:38 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 08:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2885984,SAPAN KUMAR DASH,16-Apr-2025 01:28 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 08:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2885325,SARJAN BARIK,16-Apr-2025 12:02 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 08:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2882821,SNEHALATA BEHERA,16-Apr-2025 03:53 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 08:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2882748,Sunil Kumar Naik,12-Apr-2025 09:12 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 08:35 PM,AOC
