Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
P/R to Chhendipada Jarpada road from 12.0km to 14.250km for the year 2024-25.,P/R to Chhendipada Jarpada road from 12.0km to 14.250km for the year 2024-25.,Please refer Tender documents. ,NA ,"49,45,329",Civil Works - Roads,NA ,Tender,90.0,30.0,ANGUL,759122.0,NA ,NA ,NA ,O/O the Superintending Engineer Angul RB Division,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid Cost and EMD online, GSTIN, PAN, RC, Affidavit, and Other documents as per DTCN.",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,15-Feb-2025 10:00 AM,25-Feb-2025 11:00 AM,15-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,NA ,NA ,15-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,Superintending Engineer Angul R and B Division,O/O the Superintending Engineer Angul RB Division,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,SE (R and B) Angul-42/ 2024-25,2025_EICCL_110706_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"49,500",Yes,fixed,,Nil,Nil,AOC,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,2025_EICCL_110706_4,SE (R and B) Angul-42/ 2024-25,P/R to Chhendipada Jarpada road from 12.0km to 14.250km for the year 2024-25.,PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,10-Jun-2025 09:51 AM,finsummary_530272.pdf (543.17 KB),Finance,The validity of the tender is subject to the result of detail scrutiny of documents submitted by the bidder online.,Shasmita Parida,06-Mar-2025 12:16 PM,finance_530272.pdf,BOQ Comparative Chart,1.0,2819380.0,PRAVAT RANJAN SAHOO,INR,"4,204,024",1,2834375,DEBASIS SAHU,24-Feb-2025 11:29 AM,Rejected-AOC,Lottery looser,10-Jun-2025 09:57 AM,10-Jun-2025,"INR 4,204,024",30.0,Pratap Kumar Haripal,10-Jun-2025 09:56 AM,WO.pdf (118.00 KB),Agreement No. 1345 P1 of 2024-25 (Contract value excluding GST) Date of Commencement- 18.03.2025 Date of Completion- 17.04.2025,PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,10-Jun-2025 09:44 AM,techsummary_530272.pdf (530.66 KB),AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2830847,DEO CONSTRUCTION,22-Feb-2025 05:39 PM,Rejected-AOC,Lottery looser,10-Jun-2025 09:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2835152,JNANENDRA KUMAR SWAIN,24-Feb-2025 01:57 PM,Rejected-AOC,Lottery looser,10-Jun-2025 09:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2830483,Manoranjan Mohanty,22-Feb-2025 01:02 PM,Rejected-AOC,Lottery looser,10-Jun-2025 09:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2834247,PRAVAT RANJAN BHUYAN,24-Feb-2025 03:20 PM,Rejected-AOC,Lottery looser,10-Jun-2025 09:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2819380,PRAVAT RANJAN SAHOO,15-Feb-2025 02:58 PM,Accepted-AOC,Lottery winner,10-Jun-2025 09:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2833494,Ramdev Buildcon Prop Manasi Manjari Rout,23-Feb-2025 09:30 PM,Rejected-AOC,Lottery looser,10-Jun-2025 09:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2830075,Sai Shakti Mohanty,21-Feb-2025 11:18 PM,Rejected-AOC,Lottery looser,10-Jun-2025 09:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2833586,S T CONSTRUCTION PROPRITOR SRI SHANKAR PRASAD AGARWALLA,23-Feb-2025 09:45 PM,Rejected-AOC,Lottery looser,10-Jun-2025 09:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2827901,TAPAS KUMAR PANDA,20-Feb-2025 10:29 PM,Rejected-AOC,Lottery looser,10-Jun-2025 09:57 AM,,,,,,,,,,,,,,AOC
