Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
WATCO Bhubaneswar,WATCO (W)-20(1)/2024-25 Dtd.13.02.2025,2025_WATCO_110752_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Managing Director,"The Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444","11,800",Nil,Nil,No,1.0,ICICI BANK,"21,76,000",Yes,fixed,,Nil,Nil,Construction of ESRs/UGRs in different uncovered / populated areas of Berhampur Municipal Corporation with automation under AMRUT-2 (SWAP-III),Construction of ESRs/UGRs in different uncovered / populated areas of Berhampur Municipal Corporation with automation under AMRUT-2 (SWAP-III),Please refer Tender documents. ,NA ,"21,75,77,000",Civil Works - Water Works,NA ,Tender,120.0,730.0,Berhampur,760001.0,NA ,NA ,NA ,Bhubaneswar,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",19-Feb-2025 11:00 AM,10-Mar-2025 12:30 PM,19-Feb-2025 11:00 AM,06-Mar-2025 05:00 PM,19-Feb-2025 11:00 AM ,25-Feb-2025 05:00 PM ,19-Feb-2025 11:00 AM,06-Mar-2025 05:00 PM,27-Mar-2025 11:30 AM,AOC,WATCO Bhubaneswar,2025_WATCO_110752_1,WATCO (W)-20(1)/2024-25 Dtd.13.02.2025,Construction of ESRs/UGRs in different uncovered / populated areas of Berhampur Municipal Corporation with automation under AMRUT-2 (SWAP-III),Technical,Three no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Guru Charan Das,10-Mar-2025 12:56 PM,,Managing Director,Internal,,Guru Charan Das,11-Jun-2025 01:12 PM,finsummary_530373.pdf (628.56 KB),1.0,2844688.0,RRBC Infra Project Private Limited,INR,"184,962,579",1,2844688,RRBC Infra Project Private Limited,06-Mar-2025 04:58 PM,Accepted-AOC,Lowest bidder,11-Jun-2025 01:15 PM,11-Jun-2025,"INR 184,962,579",730.0,Guru Charan Das,11-Jun-2025 01:15 PM,AOC.pdf (627.00 KB),Managing Director,Internal,,Guru Charan Das,25-Mar-2025 10:25 AM,27-Mar-2025 11:30 AM,techsummary_530373.pdf (250.50 KB),Finance,Two no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Guru Charan Das,27-Mar-2025 12:04 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2844557,SHIVAJYOTI CONPRO PVT. LTD.,06-Mar-2025 01:39 PM,Rejected-AOC,Not a lowest bidder,11-Jun-2025 01:15 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2843691,Swach Environment Private Limited,06-Mar-2025 04:33 PM,Rejected-Technical,Technically disqualified,25-Mar-2025 10:25 AM,,,,,,,,,,,,,,,,,,,,AOC
