EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"13,491",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,REVISED DTCN,Technical Bid,,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_110,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"Executive Officer, Balasore Municipality",Balasore Municipality Office,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,Construction of Paver Block Road and Drain from Shiba Shakti House to Barabati Post Office in Ward No_25,Construction of Paver Block Road and Drain from Shiba Shakti House to Barabati Post Office in Ward No_25,Please refer Tender documents. ,NA ,"13,49,068",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,AOC,1.0,2867594.0,Sk Saddique,INR,"1,347,449.11",EO CP ME AE,Internal,,Pradeep Kumar Nayak,05-Jun-2025 11:49 AM,finsummary_533256.pdf (556.87 KB),Municipal Bodies||Balasore Municipality,2025_ORULB_111643_110,BM_06_2024_25,Construction of Paver Block Road and Drain from Shiba Shakti House to Barabati Post Office in Ward No_25,1,2867594,Sk Saddique,25-Mar-2025 12:00 PM,Accepted-AOC,WO,05-Jun-2025 11:51 AM,EO CP ME AE,Internal,,Pradeep Kumar Nayak,05-Jun-2025 11:47 AM,techsummary_533256.pdf (556.87 KB),Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 05:19 PM,,BOQ Comparative Chart,05-Jun-2025,"INR 1,349,068",60.0,Pradeep Kumar Nayak,05-Jun-2025 11:51 AM,WO06110.pdf (393.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2867618,SUKANTA PATRA,25-Mar-2025 11:54 AM,Rejected-Technical,L2,05-Jun-2025 11:47 AM,,,,,,,,,,,,,,,,,,,AOC
