Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
12-Jun-2025,"INR 527,365",90.0,Debasish Soren,13-Jun-2025 01:15 PM,3974.pdf (313.00 KB),1,2693193,AJAY KUMAR JENA (S.C),12-Dec-2024 02:50 AM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,1.0,2693367.0,Padmanav malik,INR,"527,365",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2024_CERWI_107604_19,SERWPH-14/2024-25,PH works for construction of Sub Centre building at Arnapal of Bhadrak Sadar block in the district of Bhadrak for the Year 2023-24.,Finance,COMPARATIVE STATEMENT,Anil Kumar Das,17-Dec-2024 12:48 PM,finance_518346.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Anil Kumar Das,12-Jun-2025 01:47 PM,finsummary_518346.pdf (66.24 KB),Supeintending Engineer,Internal,"Sr. DAO, Divisional Estimator",Anil Kumar Das,03-Jan-2025 05:46 PM,techsummary_518346.pdf (321.33 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card.","Superintending Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, rsulgarh,751010",1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"6,300",Yes,fixed,,Nil,Nil,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,SERWPH-14/2024-25,2024_CERWI_107604_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,PH works for construction of Sub Centre building at Arnapal of Bhadrak Sadar block in the district of Bhadrak for the Year 2023-24.,PH works for construction of Sub Centre building at Arnapal of Bhadrak Sadar block in the district of Bhadrak for the Year 2023-24.,Please refer Tender documents. ,NA ,"6,20,357",Civil Works - Buildings,NA ,Tender,90.0,NA ,Arnapal,756116.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,03-Dec-2024 11:00 AM,13-Dec-2024 11:00 AM,03-Dec-2024 11:00 AM,12-Dec-2024 05:00 PM,NA ,NA ,03-Dec-2024 11:00 AM,12-Dec-2024 05:00 PM,AOC
,,,,,,2,2690733,Asoka Kumar Rout,10-Dec-2024 12:37 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate",,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2690809,BIREN PUHAN,11-Dec-2024 02:40 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2684095,DIBYASING NAYAK,05-Dec-2024 06:24 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2692830,KAPIL JENA,11-Dec-2024 06:21 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2693466,Krushnapriya Das,12-Dec-2024 04:19 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2692900,NIRAKAR MALLICK,12-Dec-2024 10:42 AM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2693367,Padmanav malik,12-Dec-2024 11:34 AM,Accepted-AOC,Qualified in Transparency lottery,13-Jun-2025 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2690446,PRADEEP KUMAR SAHOO,10-Dec-2024 06:26 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2693010,PRASANTA KUMAR ROUT,11-Dec-2024 11:02 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,2693153,PRAVASH CHANDRA NAYAK,12-Dec-2024 04:19 AM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,2693859,SATYABRATA SETHY,12-Dec-2024 03:45 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,2692339,SREEKANTA PRUSTI,11-Dec-2024 01:30 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,2684817,sudam sahoo,06-Dec-2024 09:44 AM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
