Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,28-Apr-2025 01:04 PM,techsummary_536277.pdf (31.25 KB),1.0,2890768.0,CHANDAN NAYAK,INR,"1,096,408",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2025_OLIC_112401_4,327/29.03.2025,Gobri-II,1,2888571,BADAL PATTNAIK,21-Apr-2025 12:07 PM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:15 PM,02-Jun-2025,"INR 1,096,408",90.0,Dillip Kumar Das,02-Jun-2025 05:15 PM,Gobri-II.pdf (21136.00 KB),"Reinstallation, electrification and energisation of Gobri-II L.I.P under Jharigam Block of Nabarangpur Dictrict",Finance,Opened successfully,Jayaram Behera,26-Apr-2025 01:15 PM,finance_536277.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,29-Apr-2025 01:54 PM,finsummary_536277.pdf (31.25 KB),AOC,15-Apr-2025 10:00 AM,23-Apr-2025 11:00 AM,15-Apr-2025 10:00 AM,22-Apr-2025 05:00 PM,15-Apr-2025 10:00 AM ,19-Apr-2025 01:00 PM ,15-Apr-2025 10:00 AM,22-Apr-2025 05:00 PM,"10,930",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"E.E. L.I Division, Nabarangpur","E.E. L.I Division, Nabarangpur 764059",Gobri-II,"Reinstallation, electrification and energisation of Gobri-II L.I.P under Jharigam Block of Nabarangpur Dictrict",As per DTCN ,NA ,"10,93,000",Civil Works - Lift Irrigation Schemes,Electrification ,Tender,180.0,NA ,Nabarangpur,764059.0,NA ,NA ,NA ,"Office of the E.E. L.I Division, Nabarangpur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License, PAN, GST Joint Venture, Tender Paper Cost, Experience",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,327/29.03.2025,2025_OLIC_112401_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,2890768,CHANDAN NAYAK,21-Apr-2025 07:24 PM,Accepted-AOC,Accepted being L1 winner,02-Jun-2025 05:15 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2889040,DAITARI SIA,20-Apr-2025 09:19 PM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:15 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2890256,MS INSTTA POWER,22-Apr-2025 11:53 AM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:15 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2890985,M/S MAHAMAYEE ENTERPRISES,22-Apr-2025 11:20 AM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:15 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2890796,M/S U.S. QUALITY ENGINEERING WORKS,21-Apr-2025 08:32 PM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:15 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2891149,RASHMITA NAYAK,22-Apr-2025 10:47 AM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:15 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,2890053,Sambit Kumar Dash,22-Apr-2025 07:45 AM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:15 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,2891326,Samira Ranjan Sahoo,22-Apr-2025 12:03 PM,Rejected-Finance,Being L1 accepted the Bid,29-Apr-2025 01:54 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
