EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"10,000",Yes,fixed,,Nil,Nil,Construction of Paver Block road from Rajesh lakra House towards Manoj Gartia House in Ward No.07,Construction of Paver Block road from Rajesh lakra House towards Manoj Gartia House in Ward No.07,Please refer Tender documents ,NA ,"10,00,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rajgangpur Municipality Area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,Municipal Bodies||Rajgangpur Municipality,EO/RGP/02 of 2025-26,2025_ORULB_111470_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Officer,"Rajgangpur Municipality, Dist-Sundargarh",11-Mar-2025 10:00 AM,25-Mar-2025 11:00 AM,11-Mar-2025 10:00 AM,24-Mar-2025 05:00 PM,NA ,NA ,11-Mar-2025 10:00 AM,24-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT.",1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,AOC,Madhuri Lugun,Internal,,Hajam Tudu,11-Jun-2025 10:03 AM,finsummary_532781.pdf (347.34 KB),Madhuri Lugn,Internal,ok,Victor Soreng,30-May-2025 12:59 PM,techsummary_532781.pdf (961.42 KB),1.0,2866680.0,GITANJALI MINZ,INR,"1,000,000",Municipal Bodies||Rajgangpur Municipality,2025_ORULB_111470_18,EO/RGP/02 of 2025-26,Construction of Paver Block road from Rajesh lakra House towards Manoj Gartia House in Ward No.07,1,2865352,AMARENDRA BISWAL,23-Mar-2025 02:18 PM,Rejected-AOC,Rejected,11-Jun-2025 10:08 AM,11-Jun-2025,"INR 1,000,000",90.0,Hajam Tudu,11-Jun-2025 10:08 AM,1825.pdf (347.00 KB),Finance,ok,Victor Soreng,30-May-2025 12:55 PM,finance_532781.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2866759,GIRIJA PRASAD SAMAL,24-Mar-2025 02:07 PM,Rejected-AOC,Rejected,11-Jun-2025 10:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2866680,GITANJALI MINZ,24-Mar-2025 02:34 PM,Accepted-AOC,Selected,11-Jun-2025 10:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2865074,GITA SAGAR,22-Mar-2025 10:53 PM,Rejected-AOC,Rejected,11-Jun-2025 10:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2865328,Karttik Sing,23-Mar-2025 01:51 PM,Rejected-AOC,Rejected,11-Jun-2025 10:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2866635,PRATAP KERKETTA,24-Mar-2025 01:23 PM,Rejected-AOC,Rejected,11-Jun-2025 10:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2866517,PRATAP KUMAR MUDULI,24-Mar-2025 12:53 PM,Rejected-AOC,Rejected,11-Jun-2025 10:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2863912,PRINS BHALOTIA,21-Mar-2025 05:18 PM,Rejected-AOC,Rejected,11-Jun-2025 10:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2865667,Reeta Lakra,23-Mar-2025 08:29 PM,Rejected-AOC,Rejected,11-Jun-2025 10:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2862557,REKHA DAS,19-Mar-2025 10:24 PM,Rejected-AOC,Rejected,11-Jun-2025 10:08 AM,,,,,,,,,,,,,AOC
