Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of New Sub-Center Building at Sarangaloi of Laikera block in the district of Jharsuguda under XV-FC for the year 2024 -2025.,Construction of New Sub-Center Building at Sarangaloi of Laikera block in the district of Jharsuguda under XV-FC for the year 2024 -2025.,Please refer Tender documents. ,NA ,"37,12,261",Civil Works - Buildings,NA ,Tender,90.0,270.0,Jharsuguda,768204.0,NA ,NA ,NA ,"R.W.Division, Jharsuguda",No ,No,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,Online-SEJSG-21 of 2024-25,2025_CERWI_111132_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"R.W.Division, Jharsuguda",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN, GSTN No. EMD online cost etc. as per DTCN","37,123",Yes,percentage,1.0%,Nil,Nil,28-Feb-2025 03:00 PM,12-Mar-2025 11:00 AM,28-Feb-2025 03:00 PM,11-Mar-2025 05:00 PM,28-Feb-2025 03:00 PM ,07-Mar-2025 05:00 PM ,28-Feb-2025 03:00 PM,11-Mar-2025 05:00 PM,AOC,1,2844682,ABHILIPSA SAHOO,05-Mar-2025 01:31 PM,Rejected-AOC,Unsuccessful,05-Jun-2025 01:12 PM,15-May-2025,"INR 3,155,793",270.0,Binod Bihari Chhuria,05-Jun-2025 01:12 PM,2060.pdf (920.00 KB),Work order for the work Construction of New Sub-Center Building at Sarangaloi of Laikera block in the district of Jharsuguda under XV-FC for the year 2024 -2025.,Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Pramod Kumar Majhi,30-Apr-2025 10:00 AM,techsummary_531503.pdf (25.83 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,2025_CERWI_111132_3,Online-SEJSG-21 of 2024-25,Construction of New Sub-Center Building at Sarangaloi of Laikera block in the district of Jharsuguda under XV-FC for the year 2024 -2025.,Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Pramod Kumar Majhi,30-Apr-2025 10:06 AM,finsummary_531503.pdf (25.84 KB),Finance,Accepted,Pramod Kumar Majhi,25-Mar-2025 04:21 PM,,BOQ Comparative Chart,1.0,2847311.0,SUBASH CHANDRA SAMANTROY,INR,"3,155,793",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,2,2846615,AMIT CONSTRUCTION,08-Mar-2025 11:15 AM,Rejected-AOC,Unsuccessful,05-Jun-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2850013,ANANDA KUMAR AGRAWAL,11-Mar-2025 04:21 PM,Rejected-AOC,Unsuccessful,05-Jun-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2847327,ANUP KUMAR BADHAN,08-Mar-2025 04:53 PM,Rejected-AOC,Unsuccessful,05-Jun-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2850592,BHESAJA NAIK,11-Mar-2025 02:44 PM,Rejected-Technical,Reject,30-Apr-2025 10:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2850577,BIRENDRA SAHU,11-Mar-2025 02:09 PM,Rejected-AOC,Unsuccessful,05-Jun-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2850749,HIMANSHU GARG,11-Mar-2025 04:06 PM,Rejected-AOC,Unsuccessful,05-Jun-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2847964,KRISHNA KUMAR SINHA,09-Mar-2025 05:45 PM,Rejected-AOC,Unsuccessful,05-Jun-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2850795,MILAN KUMAR PATEL,11-Mar-2025 03:56 PM,Rejected-AOC,Unsuccessful,05-Jun-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2847361,MOHAN CHANDRA NAYAK,08-Mar-2025 08:40 PM,Rejected-AOC,Unsuccessful,05-Jun-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
