Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Executive Officer,"Rajgangpur Municipality, Dist-Sundargarh",Municipal Bodies||Rajgangpur Municipality,EO/RGP/02 of 2025-26,2025_ORULB_111470_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Construction of Chat Ghat at Bagichapada Nalla in Ward No.06,Construction of Chat Ghat at Bagichapada Nalla in Ward No.06,Please refer Tender documents ,NA ,"10,00,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rajgangpur Municipality Area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,11-Mar-2025 10:00 AM,25-Mar-2025 11:00 AM,11-Mar-2025 10:00 AM,24-Mar-2025 05:00 PM,NA ,NA ,11-Mar-2025 10:00 AM,24-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT.","4,000",0.0,Nil,Nil,No,AOC,Madhuri Lugun,Internal,,Hajam Tudu,11-Jun-2025 06:01 PM,finsummary_532748.pdf (1007.86 KB),Municipal Bodies||Rajgangpur Municipality,2025_ORULB_111470_6,EO/RGP/02 of 2025-26,Construction of Chat Ghat at Bagichapada Nalla in Ward No.06,1.0,2865248.0,MUNA SAW,INR,"1,000,000",Finance,ok,Victor Soreng,31-May-2025 04:17 PM,finance_532748.pdf,BOQ Comparative Chart,1,2865071,GITA SAGAR,22-Mar-2025 10:43 PM,Rejected-AOC,Rejected,11-Jun-2025 06:06 PM,11-Jun-2025,"INR 1,000,000",90.0,Hajam Tudu,11-Jun-2025 06:06 PM,625.pdf (356.00 KB),Madhuri Lugun,Internal,,Victor Soreng,31-May-2025 04:21 PM,techsummary_532748.pdf (961.42 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2865315,Karttik Sing,23-Mar-2025 01:46 PM,Rejected-AOC,Rejected,11-Jun-2025 06:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2865248,MUNA SAW,23-Mar-2025 12:53 PM,Accepted-AOC,Selected,11-Jun-2025 06:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2866667,PRATAP KERKETTA,24-Mar-2025 01:34 PM,Rejected-AOC,Rejected,11-Jun-2025 06:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2866503,PRATAP KUMAR MUDULI,24-Mar-2025 12:48 PM,Rejected-AOC,Rejected,11-Jun-2025 06:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2864406,PRINS BHALOTIA,22-Mar-2025 12:01 PM,Rejected-AOC,Rejected,11-Jun-2025 06:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2865541,RAJESH EKKA,23-Mar-2025 07:00 PM,Rejected-AOC,Rejected,11-Jun-2025 06:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2865671,Reeta Lakra,23-Mar-2025 08:35 PM,Rejected-AOC,Rejected,11-Jun-2025 06:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2862597,REKHA DAS,20-Mar-2025 12:34 AM,Rejected-AOC,Rejected,11-Jun-2025 06:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2864794,RENU AGRAWAL,22-Mar-2025 05:29 PM,Rejected-AOC,Rejected,11-Jun-2025 06:06 PM,,,,,,,,,,,,,AOC
