Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,EE RW Division Deogarh,O/o the EE RW Division Deogarh,"68,579",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,EERWDGH-Online-12 of 2024-25,2025_CERWI_111120_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,25-Feb-2025 01:00 PM,06-Mar-2025 11:00 AM,25-Feb-2025 01:00 PM,05-Mar-2025 05:00 PM,25-Feb-2025 01:00 PM ,04-Mar-2025 05:00 PM ,25-Feb-2025 01:00 PM,05-Mar-2025 05:00 PM,10-Apr-2025 01:30 PM,1.0,Fee/PreQual/Technical,.pdf,TCN,Construction of Gambhariposi to Sinduekela upto Sundargarh Boarder under MMSY-Connecting Missing Road Link (CMRL) for the year 2024-25 in the district of Deogarh,Road Work,Please refer Tender documents. ,NA ,"68,57,858",Civil Works - Roads,NA ,Tender,90.0,180.0,Deogarh,768119.0,NA ,NA ,NA ,O/o the EE RW Division Deogarh,No ,No,AOC,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,2025_CERWI_111120_1,EERWDGH-Online-12 of 2024-25,Construction of Gambhariposi to Sinduekela upto Sundargarh Boarder under MMSY-Connecting Missing Road Link (CMRL) for the year 2024-25 in the district of Deogarh,Technical,all are accepted,Kota Prasada Rao,10-Apr-2025 01:18 PM,,ee,Internal,,Kota Prasada Rao,06-Jun-2025 11:38 AM,finsummary_531473.pdf (365.38 KB),1.0,2844143.0,TAPESWAR NAIK,INR,"5,829,866",06-Jun-2025,"INR 5,829,866",180.0,Kota Prasada Rao,06-Jun-2025 11:43 AM,AGT.pdf (365.00 KB),1,2843765,LOKNATH SAHU,03-Mar-2025 07:49 PM,Rejected-AOC,Unsuccessful,06-Jun-2025 11:43 AM,EE,Internal,,Kota Prasada Rao,10-Apr-2025 01:23 PM,10-Apr-2025 01:30 PM,techsummary_531473.pdf (283.20 KB),Finance,admitted,Nagbhusan Soren,10-Apr-2025 02:15 PM,,BOQ Comparative Chart,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2844747,SIMANTA KUMAR SAHU,05-Mar-2025 02:05 PM,Rejected-AOC,Unsuccessful,06-Jun-2025 11:43 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2844143,TAPESWAR NAIK,05-Mar-2025 01:58 PM,Accepted-AOC,Drawn the agreement,06-Jun-2025 11:43 AM,,,,,,,,,,,,,,AOC
