Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
07-Jun-2025,"INR 798,482",90.0,Antarjyamee Patra,07-Jun-2025 11:51 AM,chat.pdf (75.00 KB),WO,Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Dhirendra Kumar Pradhan,17-Aug-2023 12:20 PM,finance_446279.pdf,BOQ Comparative Chart,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,07-Jun-2025 11:41 AM,finsummary_446279.pdf (74.61 KB),1,2199916,JYOTI ENTERPRISES,11-Aug-2023 03:53 PM,Accepted-AOC,Accepted,07-Jun-2025 11:51 AM,Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_90183_9,MC(CMC)CTC_Div-II_No18/2023-24,Construction of Additional Class Room at Balikuda U.P.School in Ward No.57.,1.0,2199916.0,JYOTI ENTERPRISES,INR,"798,482",Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,07-Jun-2025 11:13 AM,techsummary_446279.pdf (74.87 KB),AOC,"4,720",0.0,Nil,Nil,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No18/2023-24,2023_ORULB_90183_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012",Construction of Additional Class Room at Balikuda U.P.School in Ward No.57.,Construction of Additional Class Room at Balikuda U.P.School in Ward No.57.,Please refer Tender documents. ,NA ,"7,48,486",Civil Works - Others,NA ,Tender,120.0,90.0,CMC area,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1,ICICI BANK,"7,500",Yes,fixed,,Nil,Nil,04-Aug-2023 11:00 AM,17-Aug-2023 10:00 AM,04-Aug-2023 11:00 AM,11-Aug-2023 05:30 PM,NA ,NA ,04-Aug-2023 11:00 AM,11-Aug-2023 05:30 PM,AOC
,,,,,,,,,,,,,,,,,,,2,2199944,PRAKASH KUMAR ROUTRAY,11-Aug-2023 04:17 PM,Rejected-AOC,Rejected,07-Jun-2025 11:51 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
