Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_91649_6,MC(CMC)CTC_Div-II_No21/2023-24,Sinking of 150mm dia BORE WELL in the premises of Municipal Quarters located at Tulasipur in Ward No.08.,1.0,2252877.0,HRUSHIKESH SAHOO,INR,"302,442",Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,07-Jun-2025 11:15 AM,techsummary_458716.pdf (78.63 KB),Finance,Seven bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Dibya Ranjan Tripathy,25-Sep-2023 02:32 PM,finance_458716.pdf,BOQ Comparative Chart,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,07-Jun-2025 11:38 AM,finsummary_458716.pdf (78.63 KB),07-Jun-2025,"INR 302,442",30.0,Antarjyamee Patra,07-Jun-2025 11:53 AM,chat.pdf (79.00 KB),WO,1,2258472,CHINTAMANI SHUKLA,16-Sep-2023 12:28 PM,Rejected-AOC,Rejected,07-Jun-2025 11:53 AM,AOC,"Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012","2,360",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,1ST Corrigendum Notice,Date,,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No21/2023-24,2023_ORULB_91649_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,05-Sep-2023 01:00 PM,25-Sep-2023 10:00 AM,05-Sep-2023 01:00 PM,18-Sep-2023 05:30 PM,NA ,NA ,05-Sep-2023 01:00 PM,18-Sep-2023 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",Sinking of 150mm dia BORE WELL in the premises of Municipal Quarters located at Tulasipur in Ward No.08.,Sinking of 150mm dia BORE WELL in the premises of Municipal Quarters located at Tulasipur in Ward No.08.,Please refer Tender documents. ,NA ,"3,55,718",Civil Works - Others,NA ,Tender,105.0,30.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,"3,600",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2252877,HRUSHIKESH SAHOO,13-Sep-2023 12:07 PM,Accepted-AOC,Accepted,07-Jun-2025 11:53 AM,AOC,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2252649,JYOTI ENTERPRISES,13-Sep-2023 11:02 AM,Rejected-AOC,Rejected,07-Jun-2025 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2253450,KSHIROD CHANDRA BEHERA,13-Sep-2023 03:11 PM,Rejected-AOC,Rejected,07-Jun-2025 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2251548,PRADEEP KUMAR CHHATOI,13-Sep-2023 12:10 AM,Rejected-AOC,Rejected,07-Jun-2025 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2253460,SAUMYA RANJAN BEURA,13-Sep-2023 03:16 PM,Rejected-AOC,Rejected,07-Jun-2025 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2252224,SIBENDRA BEHERA,12-Sep-2023 10:07 PM,Rejected-AOC,Rejected,07-Jun-2025 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
