Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
04-Jun-2025,"INR 1,648,032",90.0,Vedbhushan .,04-Jun-2025 09:56 AM,25-19.pdf (2346.00 KB),successful,Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_109863_19,25/SMC_SBP/2024-25,"Paver Block road from Main road to Centrline ITI, Burla Ward No-5",1.0,2804827.0,HARI OM MAHAKAAL CONSTRUCTION AND ORDER SUPPLY,INR,"1,648,032",1,2802817,ASHOK SINGH,07-Feb-2025 05:43 PM,Rejected-Technical,UNSUCCESSFUL,04-Jun-2025 09:50 AM,Finance,Six number bidders participated for this work which will submitted before Tender committee for necessary verification and approval as per OPWD Rule.,Dhananjaya Panda,25-Feb-2025 05:28 PM,finance_527574.pdf,BOQ Comparative Chart,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,04-Jun-2025 09:51 AM,finsummary_527574.pdf (2346.27 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,04-Jun-2025 09:50 AM,techsummary_527574.pdf (2346.27 KB),AOC,"Paver Block road from Main road to Centrline ITI, Burla Ward No-5","Paver Block road from Main road to Centrline ITI, Burla Ward No-5",Please refer Tender documents. ,NA ,"16,48,032",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,31-Jan-2025 11:00 AM,10-Feb-2025 11:00 AM,31-Jan-2025 11:00 AM,09-Feb-2025 05:00 PM,NA ,NA ,31-Jan-2025 11:00 AM,09-Feb-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN","6,000",0.0,Nil,Nil,No,"16,480",Yes,percentage,1.0%,Nil,Nil,"COMMISSIONER, SMC","New Office Building, SMC Durgapali,Sambalpur",1.0,ICICI BANK,Municipal Bodies||Sambalpur Municipal Corporation,25/SMC_SBP/2024-25,2025_ORULB_109863_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,2804827,HARI OM MAHAKAAL CONSTRUCTION AND ORDER SUPPLY,09-Feb-2025 12:56 PM,Accepted-AOC,successful,04-Jun-2025 09:56 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,2803542,KOUSHAL PRASAD,08-Feb-2025 08:55 AM,Rejected-Technical,UNSUCCESSFUL,04-Jun-2025 09:50 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,2805301,M/s Susanta Kumar Jena,09-Feb-2025 01:30 PM,Rejected-Technical,UNSUCCESSFUL,04-Jun-2025 09:50 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2804673,Naresh Chandra Mishra,08-Feb-2025 09:55 PM,Rejected-Technical,UNSUCCESSFUL,04-Jun-2025 09:50 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2805340,S.P. INFRA,09-Feb-2025 01:51 PM,Rejected-Technical,UNSUCCESSFUL,04-Jun-2025 09:50 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
