Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,39 bids opened successfully,Taras Marandi,29-Apr-2025 10:55 AM,finance_536700.pdf,BOQ Comparative Chart,23-Jun-2025,"INR 2,987,149",180.0,Priyabrata Behera,23-Jun-2025 10:40 AM,workorder_70_25.pdf (1483.00 KB),1,2895867,AJAY KUMAR BEHERA,26-Apr-2025 06:48 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:14 PM,1.0,2896923.0,SWADHIN JENA,INR,"2,987,149",Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_112522_13,BMC-EE-Tender Cell-05/2025-26 Dt. 11.04.2025,Desilting of Strom Water Main Drain 8 of Bhubaneswar city 2025-26,CITY ENGINEER,Internal,"CITY ENGINEER ,EE DRAINAGE,EE TENDERCELL,CFO,ZC(LEGAL)",Priyabrata Behera,21-Jun-2025 01:00 PM,techsummary_536700.pdf (3049.38 KB),CITY ENGINEER,Internal,"CITY ENGINEER ,EE DRAINAGE,EE TENDERCELL,CFO,ZC(LEGAL)",Priyabrata Behera,21-Jun-2025 01:14 PM,finsummary_536700.pdf (240.19 KB),AOC,1.0,ICICI BANK,1.0,Specification for Tools and equipment,Other,,16-Apr-2025 04:00 PM,28-Apr-2025 04:00 PM,16-Apr-2025 04:00 PM,28-Apr-2025 03:30 PM,16-Apr-2025 04:00 PM ,21-Apr-2025 04:30 PM ,16-Apr-2025 04:00 PM,28-Apr-2025 03:30 PM,Desilting of Strom Water Main Drain 8 of Bhubaneswar city 2025-26,Desilting of Strom Water Main Drain 8 of Bhubaneswar city 2025-26,Please refer Tender documents. ,NA ,"29,77,865",Civil Works - Others,NA ,Tender,120.0,180.0,BMC Area,751022.0,Office chamber of EE (Central Tender Cell) ,"UG Floor, Central Tender Cell, ICOMC Tower, BMC ",22-Apr-2025 12:30 PM ,"Central Tender Cell,BMC",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copy of all documents,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-05/2025-26 Dt. 11.04.2025,2025_ORULB_112522_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"29,800",Yes,fixed,,Nil,Nil,Executive Engineer (Central Tender Cell),"UG Floor, Central Tender Cell, ICOMC Tower, BMC",AOC
,,,,,,,,,,,,2,2894356,AMBUJA BHUSAN SETHY,25-Apr-2025 12:22 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2895165,AMIN BARISAL,25-Apr-2025 07:42 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2897961,ARATI NALINI SWAIN,28-Apr-2025 01:14 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2898101,ASHOK KUMAR SWAIN,28-Apr-2025 02:06 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2895476,BALADEVJEW CONSTRUCTIONS PRIVATE LIMITED,26-Apr-2025 11:41 AM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2895523,BIBHU PRASAD SAHOO,26-Apr-2025 06:45 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2892315,BIHARI PRADHAN,26-Apr-2025 08:46 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2897173,BISMAYA PADHIARI,27-Apr-2025 09:09 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2893934,CHANGING,24-Apr-2025 06:04 PM,Rejected-Finance,other than 1st lottery winner,21-Jun-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
