EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"9,071",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_87,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"4,000",0.0,Nil,Nil,No,"Executive Officer, Balasore Municipality",Balasore Municipality Office,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,1.0,REVISED DTCN,Technical Bid,,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Const. of Paver Block Road and Drain from Usman House to Panda Babu House in Ward No_16,Const. of Paver Block Road and Drain from Usman House to Panda Babu House in Ward No_16,Please refer Tender documents. ,NA ,"9,07,108",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,AOC,EO CP ME AE,Internal,,Pradeep Kumar Nayak,16-Jun-2025 02:14 PM,finsummary_533223.pdf (466.77 KB),EO CP ME AE,Internal,,Pradeep Kumar Nayak,11-Jun-2025 01:55 PM,techsummary_533223.pdf (466.77 KB),16-Jun-2025,"INR 822,458",60.0,Pradeep Kumar Nayak,16-Jun-2025 02:17 PM,WO0687.pdf (500.00 KB),1,2869157,Anjan Kumar Samal,26-Mar-2025 01:27 PM,Accepted-AOC,WO,16-Jun-2025 02:17 PM,Municipal Bodies||Balasore Municipality,2025_ORULB_111643_87,BM_06_2024_25,Const. of Paver Block Road and Drain from Usman House to Panda Babu House in Ward No_16,1.0,2869157.0,Anjan Kumar Samal,INR,"888,966.25",Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 04:45 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2868388,DHARAMJIT NAYAK,25-Mar-2025 08:17 PM,Rejected-Technical,L2,11-Jun-2025 01:55 PM,,,,,,,,,,,,,,,,AOC
