Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,DTCN,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,01/2024-25 (2706)/OLIC (BDK) dt. 14.10.2024,2024_OLIC_105822_89,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"E.E, L.I Division, Bhadrak","E.E, L.I Division, Bhadrak",Installation and Energization of Package 89,Installation and Energization of Package 89,As per mentioned in DTCN ,NA ,"48,04,611",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,"L.I Division, Bhadrak",756100.0,NA ,NA ,NA ,"L.I Division, Bhadrak",No ,No,"48,046",Yes,percentage,1.0%,Nil,Nil,22-Oct-2024 11:00 AM,06-Nov-2024 11:00 AM,22-Oct-2024 11:00 AM,05-Nov-2024 05:00 PM,22-Oct-2024 11:00 AM ,05-Nov-2024 05:00 PM ,22-Oct-2024 11:00 AM,05-Nov-2024 05:00 PM,09-Jan-2025 12:00 PM,AOC,Technical,Admitted,G. TARESWAR RAO,10-Nov-2024 11:20 AM,,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,2024_OLIC_105822_89,01/2024-25 (2706)/OLIC (BDK) dt. 14.10.2024,Installation and Energization of Package 89,G T Rao,Internal,,G. TARESWAR RAO,23-Apr-2025 01:22 PM,finsummary_510564.pdf (2475.64 KB),1.0,2618622.0,M/S. M.C.C. ASSOCIATES,INR,"5,669,441",30-Apr-2025,"INR 5,669,441",90.0,G. TARESWAR RAO,09-Jun-2025 04:48 PM,PKG89.pdf (594.00 KB),Awarded of Work,1,2614094,AMALENDU NAYAK,04-Nov-2024 02:58 PM,Rejected-Finance,Due to in L3 Position,23-Apr-2025 01:22 PM,G T Rao,Internal,,G. TARESWAR RAO,08-Jan-2025 07:47 PM,09-Jan-2025 12:00 PM,techsummary_510564.pdf (2475.64 KB),Finance,Financial Bid Opened,G. TARESWAR RAO,09-Jan-2025 05:50 PM,finance_510564.pdf,BOQ Comparative Chart,AOC
,,.pdf,Tender Notice,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2616465,BRAHMA SWARUP MOHAPATRA,05-Nov-2024 12:05 AM,Rejected-Finance,Due to in L3 Position,23-Apr-2025 01:22 PM,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2605333,GITANJALI SARANGI PROPRIETOR- GITANJALI ENTERPRISES,04-Nov-2024 03:34 PM,Rejected-Finance,Due to in L3 Position,23-Apr-2025 01:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2619160,ICON BUILDERS,05-Nov-2024 02:19 PM,Rejected-Finance,Due to in L3 Position,23-Apr-2025 01:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2610331,KAMALAKANTA DAS,05-Nov-2024 11:23 AM,Rejected-Finance,Due to in L3 Position,23-Apr-2025 01:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2617248,Kamala Kanta Puri,05-Nov-2024 08:41 AM,Rejected-Technical,Rejected,08-Jan-2025 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2618213,KARTIKA CHANDRA PRADHAN,05-Nov-2024 12:21 PM,Rejected-Finance,Due to in L3 Position,23-Apr-2025 01:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2614217,KARTIKA CHANDRA PUSTI,05-Nov-2024 11:41 AM,Rejected-Finance,Due to in L2 Position,23-Apr-2025 01:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2614633,KAUSHIK CHANDAN,04-Nov-2024 09:38 PM,Rejected-Finance,Due to in L3 Position,23-Apr-2025 01:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2619828,LOKESH KUMAR PRADHAN,05-Nov-2024 04:17 PM,Rejected-Finance,Due to in L3 Position,23-Apr-2025 01:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2618585,Manas Ranjan Panda,05-Nov-2024 01:59 PM,Rejected-Finance,Due to in L3 Position,23-Apr-2025 01:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2615303,"M/S.BABA KASIBISWANATH ELECTRICALS,PROP.-BISWARANJAN NAYAK",05-Nov-2024 06:04 AM,Rejected-Finance,Due to in L3 Position,23-Apr-2025 01:22 PM,,,,,,,,,,,,,,AOC
