EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
"4,460",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Electrical Wiring and Installation to Gandhi Govt. UP School, Sector 19, Rourkela.",Electrical,Please refer Tender documents. ,NA ,"4,46,000",Electrical Works,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela.",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, EMD, GST, PAN Paper cost and other Documents as per DTCN","2,000",Nil,Nil,No,26-Mar-2025 06:00 PM,10-Apr-2025 11:00 AM,26-Mar-2025 06:00 PM,09-Apr-2025 05:00 PM,NA ,NA ,26-Mar-2025 06:00 PM,09-Apr-2025 05:00 PM,Rourkela Municipal Corporation,MC/RMC/18/2025,2025_RMC_111940_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela.",AOC,Finance,EMD refund,Birendra Nanda,30-Jun-2025 11:58 AM,finance_534441.pdf,BOQ Comparative Chart,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,30-Jun-2025 12:12 PM,techsummary_534441.pdf (582.60 KB),1,2879636,DEEPSIKHA ENTERPRISES,09-Apr-2025 01:04 PM,Rejected-Technical,By The Tender Committee,30-Jun-2025 12:12 PM,30-Jun-2025,"INR 379,031.54",30.0,Birendra Nanda,30-Jun-2025 12:35 PM,BID18.pdf (583.00 KB),Awarded to Rakesh Pattanayak,1.0,2876557.0,RAKESH PATTANAYAK,INR,"379,031.54",Rourkela Municipal Corporation,2025_RMC_111940_2,MC/RMC/18/2025,"Electrical Wiring and Installation to Gandhi Govt. UP School, Sector 19, Rourkela.",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,30-Jun-2025 12:25 PM,finsummary_534441.pdf (582.60 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2874434,ECO ELECTRIC POWER SOLUTIONS,02-Apr-2025 12:39 AM,Rejected-Technical,By The Tender Committee,30-Jun-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2876922,EDITION INTERNATIONAL,05-Apr-2025 06:13 PM,Rejected-Technical,By The Tender Committee,30-Jun-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2878423,JUPITER ENGINEERS,07-Apr-2025 07:54 PM,Rejected-Technical,By The Tender Committee,30-Jun-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2878512,M/S AJAY KUMAR DAS,07-Apr-2025 10:19 PM,Rejected-Technical,By The Tender Committee,30-Jun-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2879463,M/S GANGA ELECTRIC,09-Apr-2025 11:55 AM,Rejected-Technical,By The Tender Committee,30-Jun-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2876935,NARAYANI CONSTRUCTION,05-Apr-2025 06:54 PM,Rejected-Technical,By The Tender Committee,30-Jun-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2878471,PRABAHA ENTERPRISES,08-Apr-2025 01:39 PM,Rejected-Technical,By The Tender Committee,30-Jun-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2876557,RAKESH PATTANAYAK,05-Apr-2025 12:49 PM,Accepted-AOC,By The Tender Committee,30-Jun-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2878707,R.S. ENTERPRISE,09-Apr-2025 03:39 PM,Rejected-Technical,By The Tender Committee,30-Jun-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
