Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"CCE R.W.CIRCLE,BALASORE","O/o The CCE R.W.CIRCLE,BALASORE",1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC","4,43,560",Yes,percentage,1.0%,Nil,Nil,Construction of Motto - Madhapur Road under MMSY-Improvement to existing RD road in the District of Bhadrak for the year 2024-25,Construction of Motto - Madhapur Road under MMSY-Improvement to existing RD road in the District of Bhadrak for the year 2024-25,Please refer Tender documents. ,NA ,"4,43,56,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The CCE R.W.CIRCLE,BALASORE",No ,No,1.0,ICICI BANK,1.0,DTCN Corrigendum,Other,,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE,CCE-BLS-NCB-16 OF 2024-25,2025_CERWI_109376_51,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,18-Jan-2025 09:00 AM,30-Jan-2025 11:00 AM,18-Jan-2025 09:00 AM,29-Jan-2025 05:00 PM,18-Jan-2025 09:00 AM ,28-Jan-2025 05:00 PM ,18-Jan-2025 09:00 AM,29-Jan-2025 05:00 PM,19-Apr-2025 12:00 PM,AOC,"CCE RW CIRCLE, BALASORE",Internal,"PA TO CCE RW CIRCLE, BALASORE AND ESTIMATOR OF CCE RW CIRCLE, BALASORE",Durjyodhan Behera,15-Apr-2025 12:54 PM,19-Apr-2025 12:00 PM,techsummary_526299.pdf (3605.94 KB),Finance,3 Numbers bidder admitted,Saibalini Singh,03-Jun-2025 10:41 AM,finance_526299.pdf,BOQ Comparative Chart,CCE RW CIRCLE BALASORE,Internal,PA TO CCE R.W. CIRCLE BALASORE AND JE ESTIMATOR RW CIRCLE BALASORE,Durjyodhan Behera,03-Jun-2025 10:56 AM,finsummary_526299.pdf (44.70 KB),Technical,5 Numbers bidder admitted,Saibalini Singh,03-Feb-2025 06:35 PM,technical_526299.pdf,CE RW I||RWCIRCLE-BALASORE,2025_CERWI_109376_51,CCE-BLS-NCB-16 OF 2024-25,Construction of Motto - Madhapur Road under MMSY-Improvement to existing RD road in the District of Bhadrak for the year 2024-25,1.0,2778646.0,Kamala Kanta Lenka,INR,"37,707,406",1,2784473,Abhimanyu Das,29-Jan-2025 10:05 AM,Rejected-AOC,L3,03-Jun-2025 11:01 AM,03-Jun-2025,"INR 37,707,406",270.0,Durjyodhan Behera,03-Jun-2025 11:01 AM,2760.pdf (200.00 KB),Work awarded to 1st lowest bidder,AOC
,,,,.pdf,"WORK EXPERIENCE,ATO,PROFFIT LOSS ACCOUNT ,MACHINERIES,ETC",,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2778646,Kamala Kanta Lenka,27-Jan-2025 07:57 PM,Accepted-AOC,L1,03-Jun-2025 11:01 AM,,,,,,,,AOC
,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2785770,RABINDRA MOHAN DAS,29-Jan-2025 02:22 PM,Rejected-Technical,Declaration of distance of Hot Mix Plant as per Note-7 of Annexure-I of Schedule-C not furnished,15-Apr-2025 12:54 PM,,,,,,,,AOC
,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2785456,Sambhu Nath Biswal,29-Jan-2025 07:50 AM,Rejected-AOC,L2,03-Jun-2025 11:01 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2786546,SWAIN ENIGNEERING AND CONSTRUCTION PRIVATE LIMITED.PROP-/KISHORE KUMAR SWAIN,29-Jan-2025 03:09 PM,Rejected-Technical,Insufficient similar nature of work experience and Machinery.,15-Apr-2025 12:54 PM,,,,,,,,AOC
