EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,540",Yes,fixed,,Nil,Nil,"Executive Engineer, R.W.Division,Patnagarh","O/o the Executive Engineer, R.W.Division,Patnagarh",1.0,Fee/PreQual/Technical/Finance,.pdf,"DD,EMD,AFFIDAVIT,RC, PAN NO,GST NUMBER AND OTHER DOCUMENTS AS PER DTCN",Special Repair of A.S.I Qr. 1 no. Belpada for the year 2024-25,Special Repair of A.S.I Qr. 1 no. Belpada for the year 2024-25,Please refer Tender documents. ,NA ,"2,54,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Executive Engineer, R.W.Division,Patnagarh",No ,No,08-Jan-2025 05:00 PM,21-Jan-2025 11:00 AM,08-Jan-2025 05:00 PM,20-Jan-2025 05:00 PM,08-Jan-2025 05:00 PM ,18-Jan-2025 05:00 PM ,08-Jan-2025 05:00 PM,20-Jan-2025 05:00 PM,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-10/2024-25,2025_CERWI_109212_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,AOC,Executive Engineer,Internal,"Executive Engineer,DAO,Estimator",Bebisuta Sahu,19-Apr-2025 11:21 AM,finsummary_524630.pdf (638.22 KB),CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2025_CERWI_109212_7,EEPTNG-online-10/2024-25,Special Repair of A.S.I Qr. 1 no. Belpada for the year 2024-25,1.0,2764078.0,BIBEK KUMAR AGRAWALA,INR,"215,961",Finance,16 nos bid opened,Bebisuta Sahu,19-Apr-2025 11:03 AM,finance_524630.pdf,BOQ Comparative Chart,10-Jun-2025,"INR 215,961",30.0,Barsha Rani Pagada,16-Jun-2025 05:58 PM,1003.pdf (613.00 KB),1,2764222,ABHISHEK SARAF,19-Jan-2025 12:47 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,19-Apr-2025 11:21 AM,Executive Engineer,Internal,"Executive Engineer,DAO,ESTIMATOR",Bebisuta Sahu,19-Apr-2025 11:11 AM,techsummary_524630.pdf (638.22 KB),AOC
,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2763911,BHOLANATH MEHER,18-Jan-2025 07:24 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,19-Apr-2025 11:21 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2764078,BIBEK KUMAR AGRAWALA,19-Jan-2025 03:45 PM,Accepted-AOC,Successful bidder in transparent lottery system,16-Jun-2025 05:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2764266,DHANANJAYA PADHAN,19-Jan-2025 11:30 AM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,19-Apr-2025 11:21 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2758724,DILLIP KUMAR BISWAL,17-Jan-2025 12:37 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,19-Apr-2025 11:21 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2762936,JAYARAM NAG,18-Jan-2025 02:57 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,19-Apr-2025 11:21 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2766978,MAA TARINI CONSTRUCTION PROPRIETOR SNEHALATA MAJHI (S.T),20-Jan-2025 04:44 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,19-Apr-2025 11:21 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2750002,NARENDRA PANIKA,15-Jan-2025 11:28 AM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,19-Apr-2025 11:21 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2763252,PINKU MEHER,18-Jan-2025 07:08 PM,Rejected-AOC,Unsuccessful bidder in transparent lottery system,16-Jun-2025 05:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2763847,PRABIR KUMAR MAHAKHUD,18-Jan-2025 06:59 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,19-Apr-2025 11:21 AM,,,,,,,AOC
