Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,17 NOS BIDDER,Mousumee Patel,24-Jan-2025 12:32 PM,finance_521229.pdf,BOQ Comparative Chart,BANJURAM HEMBRAM,Internal,EE ETIMATOR DAO,Biswanath Marndi,21-Jan-2025 11:35 AM,24-Jan-2025 11:00 AM,techsummary_521229.pdf (1199.51 KB),1,2715447,ABHILASH SAMAL,31-Dec-2024 10:15 AM,Accepted-AOC,AOC,13-Jun-2025 11:04 AM,13-Jun-2025,"INR 24,396,416.23",365.0,Sujit Behera,13-Jun-2025 11:04 AM,TECH.pdf (26.00 KB),AOC,1.0,2715447.0,ABHILASH SAMAL,INR,"24,396,416.23",SANJAY KUMAR MISHRA,Internal,EE ESTIMATOR DAO,Mousumee Patel,25-Mar-2025 02:31 PM,finsummary_521229.pdf (27.16 KB),Technical,17 NOS BIDDER,Mousumee Patel,02-Jan-2025 12:41 PM,technical_521229.pdf,CE RW I||RWCIRCLE-SAMBALPUR,2024_CERWI_108524_1,RWCSBP-10/2024-25,"Construction of 120 seated Girls Hostel Building at Pitabasha High school, Jharagogua in the district of Deogarh for the year 2024-25",AOC,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,CCE RW CIRCLE SAMBALPUR,CCE RW CIRCLE SAMBALPUR,"Construction of 120 seated Girls Hostel Building at Pitabasha High school, Jharagogua in the district of Deogarh for the year 2024-25","Construction of 120 seated Girls Hostel Building at Pitabasha High school, Jharagogua in the district of Deogarh for the year 2024-25",NA ,NA ,"2,63,03,414",Civil Works - Buildings,NA ,Tender,90.0,365.0,Deogarh,768001.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE , SAMBALPUR",No ,No,1.0,Fee/PreQual/Technical,.pdf,"TPC,EMD,PAN,GSTIN, RC, Affidavit and required documents as per DTCN","2,63,034",Yes,percentage,1.0%,Nil,Nil,19-Dec-2024 05:00 PM,02-Jan-2025 11:00 AM,19-Dec-2024 05:00 PM,01-Jan-2025 05:00 PM,19-Dec-2024 05:00 PM ,31-Dec-2024 05:00 PM ,19-Dec-2024 05:00 PM,01-Jan-2025 05:00 PM,24-Jan-2025 11:00 AM,CE RW I||RWCIRCLE-SAMBALPUR,RWCSBP-10/2024-25,2024_CERWI_108524_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,2718675,ANTARYAMI NANDA,31-Dec-2024 01:29 PM,Rejected-Finance,L3 BIDDER,25-Mar-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2720632,ANUPAM MODI,01-Jan-2025 03:49 PM,Rejected-Finance,L6 BIDDER,25-Mar-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2719227,DEBI PRASAD MOHARANA,01-Jan-2025 12:31 AM,Rejected-Finance,L3 BIDDER,25-Mar-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2707835,Dinabandhu Mirdha,23-Dec-2024 09:40 PM,Rejected-Finance,L4 BIDDER,25-Mar-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2719289,Ganesh Chandra Minz,31-Dec-2024 09:38 PM,Rejected-Finance,L3 BIDDER,25-Mar-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2716552,Madan Mohan Pradhan,30-Dec-2024 11:45 AM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,25-Mar-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2717827,MANARANJAN NAIK,01-Jan-2025 01:05 PM,Rejected-Finance,L3 BIDDER,25-Mar-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2719916,MANAS RANJAN MISHRA,01-Jan-2025 08:44 AM,Rejected-Finance,L3 BIDDER,25-Mar-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2720056,NIHAR RANJAN NAYAK,01-Jan-2025 11:21 AM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,25-Mar-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
