Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2744311,BIJAYA JAGERANGA,12-Jan-2025 11:10 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2753076,BIJAYA KUMAR NAYAK,16-Jan-2025 09:02 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2753655,BOTU SASMITA SUBUDHI,16-Jan-2025 02:21 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2743785,BURADA CHIRANJIVI,11-Jan-2025 05:49 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2758968,CHANDRA SEKHAR SAHUKAR,17-Jan-2025 12:37 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2745229,D.HARISH KUMAR,12-Jan-2025 07:01 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2751330,Dileep Kumar Choudhury,15-Jan-2025 03:19 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2760315,G Koteswar Rao,17-Jan-2025 04:52 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2752138,Gopal Krushna Satapathy,16-Jan-2025 03:46 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2757306,GOURISANKAR MISHRA,16-Jan-2025 10:34 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2758275,HARI KRUSHNA PURUSOTAM,17-Jan-2025 12:35 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,2759752,HRUSIKESH MOHAPATRA,17-Jan-2025 03:31 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,2747942,Janaki Ballabha Sahu,14-Jan-2025 10:30 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,2755637,JANI VENKATA RAO BAURI,16-Jan-2025 05:57 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,2753865,JAYLAXMI MUGULI,16-Jan-2025 10:15 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,2757218,KEDAR KUMAR SAHU,16-Jan-2025 09:11 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,2752257,MADAN GOUDA,16-Jan-2025 06:10 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,2758379,MONALISHA PADHY,17-Jan-2025 11:45 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,2758615,NIRAKAR SABAR,17-Jan-2025 11:36 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,2752723,Niranjan Behera,15-Jan-2025 06:47 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,2759178,NIRANJAN DASH,17-Jan-2025 03:05 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,2748294,NIRANJAN PADHY,14-Jan-2025 12:38 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,2749682,P MUTTI RAJU,14-Jan-2025 06:04 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,2759576,PRABIN KUMAR NAYAK,17-Jan-2025 02:11 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,2753244,pradeep kumar patro,16-Jan-2025 07:13 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,2750345,PRIYANKA PANDA,15-Jan-2025 12:13 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,2747878,P.Yogeswer Rao,16-Jan-2025 11:58 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,2744201,Rajendra Prasad Sahu,12-Jan-2025 12:07 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,39,2744493,RAKESH KUMAR PATRO,12-Jan-2025 12:50 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,40,2745046,RAMA KRUSHNA PANIGRAHI,12-Jan-2025 05:52 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,41,2749006,SANGRAM KESHAR PATNAIK,14-Jan-2025 02:22 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,42,2758067,SANTOSH KUMAR LABALA,17-Jan-2025 02:51 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,43,2753616,SANTOSH KUMAR MOHAPATRA,16-Jan-2025 03:19 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,44,2758220,SARALA NANDI KISHORE,17-Jan-2025 11:39 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,45,2750079,SIBASIS SAHU,15-Jan-2025 06:26 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,46,2745686,Simadri Trinath Rao,13-Jan-2025 08:05 AM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,47,2744257,Smt Janaki Sahu,12-Jan-2025 12:28 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,48,2756205,SRI JAGADISH CHANDRA NAYAK,16-Jan-2025 06:01 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,49,2759717,SUBHAM PANIGRAHI,17-Jan-2025 02:40 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,50,2759663,SURESH LABALA,17-Jan-2025 02:35 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,51,2749399,TIRUPATI PRASAD PANIGRAHI,14-Jan-2025 04:51 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,52,2754777,TRUPTIRANI SAHU,16-Jan-2025 03:34 PM,Rejected-AOC,Unsuccessful Lottery,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,53,2746143,VOONA SASHIBHUSAM RAO,13-Jan-2025 05:14 PM,Accepted-AOC,Lottery Winner,06-Jun-2025 10:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
