S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2895762.0,KAMAL BEHERA,INR,"602,753",Municipal Bodies||Choudwar Municipality,2025_ORULB_112370_25,ChM-01/2025-26,Construction of paver road from Bijay Mati res To Purna Chandra Sahoo res in Ward no 18 of choudwar municipality,1,2897911,ANIL KUMAR BHOI,28-Apr-2025 01:01 PM,Rejected-Finance,L6 IN LOTTERY PROCESS,09-Jun-2025 03:58 PM,09-Jun-2025,"INR 709,038",90.0,Soumya Ranjan Mishra,09-Jun-2025 04:01 PM,sl25wo.pdf (564.00 KB),Finance,"The Tender has been opened in presence of EO,ME,JE In Choudwar Municipality",Patitapaban Pattnayak,02-May-2025 03:36 PM,finance_536250.pdf,BOQ Comparative Chart,EO,Internal,,Soumya Ranjan Mishra,09-Jun-2025 03:58 PM,finsummary_536250.pdf (740.54 KB),EO,Internal,,Soumya Ranjan Mishra,09-Jun-2025 03:53 PM,techsummary_536250.pdf (267.22 KB),AOC,15-Apr-2025 11:00 AM,29-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,15-Apr-2025 11:00 AM,28-Apr-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,As Per DTCN,"7,090",Yes,fixed,,Nil,Nil,Executive Officer,Choudwar Municipality,Municipal Bodies||Choudwar Municipality,ChM-01/2025-26,2025_ORULB_112370_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of paver road from Bijay Mati res To Purna Chandra Sahoo res in Ward no 18 of choudwar municipality,Construction of paver road from Bijay Mati res To Purna Chandra Sahoo res in Ward no 18 of choudwar municipality,Please refer Tender documents. ,NA ,"7,09,038",Civil Works - Others,NA ,Tender,60.0,NA ,Choudwar,756071.0,NA ,NA ,NA ,Executive Officer Choudwar Municipality,No ,No,"4,720",0.0,Nil,Nil,No,AOC
,,,,,,,,,2,2889365,BALARAM BEHERA,20-Apr-2025 01:07 PM,Rejected-Finance,L13IN LOTTERY PROCESS,09-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,As Per BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,2895260,DHARMANANDA BEHERA,26-Apr-2025 01:14 PM,Rejected-Finance,L4 IN LOTTERY PROCESS,09-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,2896010,JAGANNATH BEHERA,27-Apr-2025 09:35 AM,Rejected-Finance,L5 IN LOTTERY PROCESS,09-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,2895762,KAMAL BEHERA,26-Apr-2025 03:21 PM,Accepted-AOC,L1 IN LOTTERY,09-Jun-2025 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,2895261,SURYANARAYAN DAS,25-Apr-2025 09:27 PM,Rejected-Finance,L2 IN LOTTERY PROCESS,09-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
