Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,A meeting of Tender Committee of NAC Junagarh constituted under Rule-361 of Odisha Municipal Rule-1953 was held on 20.01.2025 at 11.00am in the office chamber of the Chairperson of NAC Junagarh.,Pramod Kumar Khillo,25-Jun-2025 01:33 PM,,BOQ Comparative Chart,1.0,2802300.0,PRIYANKA PUROHIT,INR,"720,423.88",Municipal Bodies||Junagarh NAC,2025_ORULB_109820_20,JNG/NAC/02/2024-25,Construction of CC Drain and raising of road near Ajit Barik house At Gayatri Nagar Pada in Ward No 11 under Junagarh NAC,1,2801736,Khusi Ram Lahajal,07-Feb-2025 12:00 PM,Rejected-Technical,Bid open on basic of lottery system,25-Jun-2025 03:58 PM,25-Jun-2025,"INR 720,423.88",30.0,Pramod Kumar Khillo,25-Jun-2025 05:38 PM,TNDjng20.pdf (2402.00 KB),Chairperson Executive Ofiicer and All committee member,Internal,Chairperson Executive Ofiicer and All committee member,Pramod Kumar Khillo,25-Jun-2025 03:58 PM,techsummary_527243.pdf (2401.83 KB),Chairperson,Internal,,Pramod Kumar Khillo,25-Jun-2025 04:51 PM,finsummary_527243.pdf (2401.83 KB),AOC,"8,475",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"Executive Officer, NAC Junagarh",Executive Officer NAC Junagarh Kalahandi,Municipal Bodies||Junagarh NAC,JNG/NAC/02/2024-25,2025_ORULB_109820_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,Certifiacate,PAN,Affidavit,Cost of Tender Paper,EMD and other documents as per DTCN",Construction of CC Drain and raising of road near Ajit Barik house At Gayatri Nagar Pada in Ward No 11 under Junagarh NAC,Construction of CC Drain and raising of road near Ajit Barik house At Gayatri Nagar Pada in Ward No 11 under Junagarh NAC,Please refer Tender documents. ,NA ,"8,47,458",Civil Works - Others,NA ,Tender,30.0,NA ,NAC Junagarh,766014.0,NA ,NA ,NA ,"O.o- Executive Officer, NAC Junagarh",No ,No,28-Jan-2025 10:00 AM,10-Feb-2025 11:00 AM,28-Jan-2025 10:00 AM,07-Feb-2025 05:00 PM,NA ,NA ,28-Jan-2025 10:00 AM,07-Feb-2025 05:00 PM,"4,000",0.0,Nil,Nil,Yes,AOC
,,,,,,,,,,,,,,,2,2802524,MANOJ KUMAR SAHOO,07-Feb-2025 03:55 PM,Rejected-Technical,Bid open on basic of lottery system,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2802300,PRIYANKA PUROHIT,07-Feb-2025 01:14 PM,Accepted-AOC,As per the Lottery system.,25-Jun-2025 05:38 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2802360,PUSPANJALI BABU,07-Feb-2025 03:35 PM,Rejected-Technical,Bid open on basic of lottery system,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2802379,SARAT CHANDRA SAHU,07-Feb-2025 03:05 PM,Rejected-Technical,Bid open on basic of lottery system,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2801785,SHIVRAM MEHER,07-Feb-2025 02:05 PM,Rejected-Technical,Bid open on basic of lottery system,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
