Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
21-May-2025 02:00 PM,30-May-2025 05:00 PM,21-May-2025 02:00 PM,30-May-2025 04:00 PM,NA ,NA ,21-May-2025 02:00 PM,30-May-2025 04:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Construction of Paver road and culvert from Pramod Pattnaik house to Parapanda chowk at Santosh Margo in Ward No 5,Construction of Paver road and culvert from Pramod Pattnaik house to Parapanda chowk at Santosh Margo in Ward No 5,Please refer Tender documents. ,NA ,"16,76,289",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,Municipal Bodies||Bhawanipatna Municipality,BPM/02/2025-26,2025_ORULB_113631_46,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"16,800",Yes,fixed,,Nil,Nil,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,CHAIRPERSON,Mixed,,Pratik Rath,25-Jun-2025 05:23 PM,finsummary_540470.pdf (1957.09 KB),CHAIRPERSON,Internal,,Pratik Rath,25-Jun-2025 05:06 PM,techsummary_540470.pdf (1957.09 KB),Municipal Bodies||Bhawanipatna Municipality,2025_ORULB_113631_46,BPM/02/2025-26,Construction of Paver road and culvert from Pramod Pattnaik house to Parapanda chowk at Santosh Margo in Ward No 5,1.0,2933039.0,SUDHANSU SEKHAR BEHERA,INR,"1,425,015.8",1,2931803,AKASH AGRAWAL,28-May-2025 02:26 PM,Rejected-AOC,L2,25-Jun-2025 05:28 PM,25-Jun-2025,"INR 1,425,015.8",30.0,Pratik Rath,25-Jun-2025 05:28 PM,46proceeding.pdf (1957.00 KB),Finance,accepted,BANAMALI MEHER,01-Jun-2025 08:56 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2937234,Anubhab Mishra,29-May-2025 02:25 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2930525,BIKASH KUMAR SAHANI,25-May-2025 08:35 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2930804,DEEPAK KUMAR SAHANI,25-May-2025 07:45 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2940238,HARI SHANKAR PATNAIK,29-May-2025 11:38 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2937486,KIRAN KUMAR SAHU,29-May-2025 06:43 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2936920,M/s BHARAT BHUSHAN GAHIR,30-May-2025 12:30 AM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2934469,Nabin Kumar Rout,28-May-2025 07:19 AM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2930902,NIHAR RANJAN MANGARAJ,28-May-2025 06:08 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2929251,NILAKANTHA SAHU,26-May-2025 09:34 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2936168,PRATIK BHANSALI,28-May-2025 10:22 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2931190,PUSPANJALI BABU,25-May-2025 08:39 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2935648,SANAT KUMAR NAYAK,28-May-2025 06:27 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2929305,SARITA SAHU,26-May-2025 07:29 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,2933039,SUDHANSU SEKHAR BEHERA,26-May-2025 01:27 PM,Accepted-AOC,AWARDED,25-Jun-2025 05:28 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,2935927,SUDHIR KUMAR PANIGRAHI,28-May-2025 11:56 AM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,2937606,TRINATH HARPAL,29-May-2025 12:11 PM,Rejected-Finance,L3,25-Jun-2025 05:23 PM,,,,,,,,,,,,,AOC
