Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Construction of Road and drain at Abhaypur, Brajrajnagar.",Road and drain,Please refer Tender documents ,NA ,"19,90,000",Civil Works - Others,NA ,Tender,90.0,90.0,Brajrajnagar Municipal Area,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,Municipal Bodies||Brajrajnagar Municipality,BRJNRM-07/2024-25,2025_ORULB_111970_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1,ICICI BANK,27-Mar-2025 06:00 PM,08-Apr-2025 11:00 AM,27-Mar-2025 06:00 PM,07-Apr-2025 05:00 PM,NA ,NA ,27-Mar-2025 06:00 PM,07-Apr-2025 05:00 PM,Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, T.P., E.M.D. copy, PAN, GST, Affidavit and other relevant documents of this DTCN","19,900",Yes,fixed,,Nil,Nil,AOC,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,09-Jun-2025 12:22 PM,techsummary_534604.pdf (9793.97 KB),"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,09-Jun-2025 12:30 PM,finsummary_534604.pdf (190.45 KB),Finance,ok,Chandramani Swain,06-May-2025 07:38 AM,finance_534604.pdf,BOQ Comparative Chart,09-Jun-2025,"INR 1,990,000",90.0,Chandramani Swain,09-Jun-2025 12:33 PM,19.pdf (190.00 KB),1,2877083,BIJENDRA PRASAD,07-Apr-2025 03:29 PM,Accepted-AOC,Accepted,09-Jun-2025 12:33 PM,Municipal Bodies||Brajrajnagar Municipality,2025_ORULB_111970_19,BRJNRM-07/2024-25,"Construction of Road and drain at Abhaypur, Brajrajnagar.",1.0,2877083.0,BIJENDRA PRASAD,INR,"1,651,848.38",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,.xls,Bills of Quantity,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2877330,JAI MAA RAM CHANDI TRADERS,06-Apr-2025 09:00 PM,Rejected-AOC,Rejected,09-Jun-2025 12:33 PM,,,,,,,,,,AOC
