Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-74 of 2023-24,2024_EICCL_102797_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Supply, installation, testing and commissioning of street lights for Sports Complex, SCBMCH, Cuttack",Electrical works,As per DTCN ,NA ,"42,34,628",Electrical Works,NA ,Tender,90.0,90.0,Cuttack,753001.0,NA ,NA ,NA ,"O/O S.E. Cuttack (RandB) Division No.I, Cuttack",No ,No,1.0,Corregindum_extension date,Date,,18-Mar-2024 10:00 AM,22-May-2024 11:00 AM,18-Mar-2024 10:00 AM,27-Mar-2024 05:00 PM,NA ,NA ,18-Mar-2024 10:00 AM,27-Mar-2024 05:00 PM,"S.E. Cuttack (RandB) Division No.I, Cuttack","O/O S.E. Cuttack (RandB) Division No.I, Cuttack",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit, Undertaking and other mandatory documents as per DTCN","42,400",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC,18-Jun-2025,"INR 3,599,857",90.0,Debendra Kumar Behera,18-Jun-2025 07:01 PM,2024_EICCL_102797_4A.PDF (670.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 05.10.2024 to complete the work by 04.01.2025 in all respect,1,2486045,ANIL KUMAR SAHU,26-Mar-2024 10:20 AM,Accepted-AOC,Accepted,18-Jun-2025 07:01 PM,Er Pravash Kumar Majhi,Internal,Er Madhusmita Sahoo JE Estr Er Subhashree Subhasmita Das Mohapatra AEE Estr Mr Abadhut Das Sr DAO,Pravas Kumar Majhi,17-Aug-2024 06:16 PM,techsummary_500296.pdf (1353.33 KB),Er Prabhas Kumar Majhi SE,Internal,Er Madhusmita Sahoo JE Estr Er Subhashree Subhasmita Das Mohapatra AEE Estr Mr Abadhut Das Sr DAO,Debendra Kumar Behera,18-Jun-2025 06:57 PM,finsummary_500296.pdf (1249.41 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2024_EICCL_102797_4,SE CTC (RandB)-74 of 2023-24,"Supply, installation, testing and commissioning of street lights for Sports Complex, SCBMCH, Cuttack",1.0,2486045.0,ANIL KUMAR SAHU,INR,"3,599,857",Finance,23nos bids received,Pravas Kumar Majhi,23-May-2024 01:24 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantities,,,,,,,,,,,,AOC,,,,,,,,2,2486667,CABELLA MARKETING PRIVATE LIMITED,27-Mar-2024 11:35 AM,Rejected-AOC,Rejected,18-Jun-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2487492,DEEPAK KUMAR KHATUA,27-Mar-2024 04:46 PM,Rejected-AOC,Rejected,18-Jun-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2485069,G-ON ENERGY CONTROLS,25-Mar-2024 12:30 PM,Rejected-Technical,Disqualified,17-Aug-2024 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2485078,GREEN INNOVATIVE POWER PRIVATE LIMITED,23-Mar-2024 05:36 PM,Rejected-Technical,Disqualified,17-Aug-2024 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2486649,INDIA ELECTRICAL HOUSE,27-Mar-2024 11:13 AM,Rejected-AOC,Rejected,18-Jun-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2486896,JAY HANUMAN ENTERPRISES,27-Mar-2024 04:54 PM,Rejected-Technical,Disqualified,17-Aug-2024 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2487020,JM POWER & CONSTRUCTION,27-Mar-2024 03:33 PM,Rejected-AOC,Rejected,18-Jun-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2485692,JUPITER ENGINEERS,26-Mar-2024 09:40 PM,Rejected-Technical,Disqualified,17-Aug-2024 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2487064,MARUTI CONSTRUCTIONS,27-Mar-2024 02:02 PM,Rejected-Technical,Disqualified,17-Aug-2024 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
