Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Installation and Energization of Package 65,Installation and Energization of Package 65,As per mentioned in DTCN ,NA ,"24,09,866",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,"L.I Division, Bhadrak",756100.0,NA ,NA ,NA ,"L.I Division, Bhadrak",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,01/2024-25 (2706)/OLIC (BDK) dt. 14.10.2024,2024_OLIC_105822_65,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,22-Oct-2024 11:00 AM,06-Nov-2024 11:00 AM,22-Oct-2024 11:00 AM,05-Nov-2024 05:00 PM,22-Oct-2024 11:00 AM ,05-Nov-2024 05:00 PM ,22-Oct-2024 11:00 AM,05-Nov-2024 05:00 PM,08-Jan-2025 12:00 PM,"E.E, L.I Division, Bhadrak","E.E, L.I Division, Bhadrak","24,099",Yes,percentage,1.0%,Nil,Nil,AOC,G T Rao,Internal,,G. TARESWAR RAO,15-Apr-2025 06:00 PM,finsummary_510532.pdf (2475.64 KB),Technical,Admitted,G. TARESWAR RAO,09-Nov-2024 09:53 AM,,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,2024_OLIC_105822_65,01/2024-25 (2706)/OLIC (BDK) dt. 14.10.2024,Installation and Energization of Package 65,1.0,2614975.0,BIKASH CHANDRA TRIPATHY,INR,"2,843,642",30-Apr-2025,"INR 2,843,642",90.0,G. TARESWAR RAO,20-Jun-2025 08:23 PM,PKG65.pdf (132.00 KB),Awarded of Work,1,2616701,AGRAWALLA POWER INFRASTRUCTURE,05-Nov-2024 08:19 AM,Rejected-Finance,Due to in L3 Position,15-Apr-2025 06:00 PM,Finance,Financial Bid Opened,G. TARESWAR RAO,08-Jan-2025 01:50 PM,finance_510532.pdf,BOQ Comparative Chart,G T Rao,Internal,,G. TARESWAR RAO,04-Jan-2025 06:30 PM,08-Jan-2025 12:00 PM,techsummary_510532.pdf (2475.64 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Notice,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2613266,AMALENDU NAYAK,04-Nov-2024 01:13 PM,Rejected-Finance,Due to in L3 Position,15-Apr-2025 06:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2614975,BIKASH CHANDRA TRIPATHY,05-Nov-2024 10:01 AM,Accepted-AOC,Due to in L1 Position,20-Jun-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2616056,BRAHMA SWARUP MOHAPATRA,04-Nov-2024 11:38 PM,Rejected-Finance,Due to in L3 Position,15-Apr-2025 06:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2611476,GITANJALI SARANGI PROPRIETOR- GITANJALI ENTERPRISES,05-Nov-2024 12:29 AM,Rejected-Finance,Due to in L3 Position,15-Apr-2025 06:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2609809,Khageswar Mahalik,03-Nov-2024 05:09 PM,Rejected-Finance,Due to in L3 Position,15-Apr-2025 06:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2615139,LAKSHMIMANI GIRI,04-Nov-2024 05:44 PM,Rejected-Finance,Due to in L3 Position,15-Apr-2025 06:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2614928,"M/S.BABA KASIBISWANATH ELECTRICALS,PROP.-BISWARANJAN NAYAK",05-Nov-2024 06:27 AM,Rejected-Finance,Due to in L2 Position,15-Apr-2025 06:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2619784,M/S DILIP KUMAR SAHOO,05-Nov-2024 04:08 PM,Rejected-Finance,Due to in L3 Position,15-Apr-2025 06:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2616947,M/s Maa Subarnmukhi Engineering,05-Nov-2024 01:55 AM,Rejected-Finance,Due to in L3 Position,15-Apr-2025 06:00 PM,,,,,,,,,,,,,,AOC
