Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_81,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Balasore Municipality",Balasore Municipality Office,"4,000",0.0,Nil,Nil,No,"8,475",Yes,percentage,1.0%,Nil,Nil,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,Constn. of Paveer Block road from Bania Mandir Chhak to Sunari Sahi Chhak in W.N-12,Constn. of Paveer Block road from Bania Mandir Chhak to Sunari Sahi Chhak in W.N-12,Please refer Tender documents. ,NA ,"8,47,458",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,1.0,ICICI BANK,1.0,REVISED DTCN,Technical Bid,,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,EO CP ME AE,Internal,,Pradeep Kumar Nayak,09-Jun-2025 01:01 PM,finsummary_533217.pdf (640.98 KB),EO CP ME AE,Internal,,Pradeep Kumar Nayak,06-Jun-2025 01:14 PM,techsummary_533217.pdf (640.98 KB),09-Jun-2025,"INR 847,458",60.0,Pradeep Kumar Nayak,09-Jun-2025 01:03 PM,WO0681.pdf (404.00 KB),1,2868255,Ajit Mishra,26-Mar-2025 01:44 PM,Rejected-Technical,OK,06-Jun-2025 01:14 PM,Municipal Bodies||Balasore Municipality,2025_ORULB_111643_81,BM_06_2024_25,Constn. of Paveer Block road from Bania Mandir Chhak to Sunari Sahi Chhak in W.N-12,1.0,2868130.0,Karunakar Mahalik,INR,"830,508.84",Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 04:05 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,2,2866832,DAITARY JENA,26-Mar-2025 12:12 AM,Rejected-Technical,OK,06-Jun-2025 01:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2866893,GOUTAM PRADHAN,26-Mar-2025 02:10 AM,Rejected-Technical,OK,06-Jun-2025 01:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2868130,Karunakar Mahalik,25-Mar-2025 05:10 PM,Accepted-AOC,WO,09-Jun-2025 01:03 PM,,,,,,,,,,,,,,,,AOC
