Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
29-Jan-2025 05:00 PM,11-Feb-2025 11:30 AM,29-Jan-2025 05:00 PM,10-Feb-2025 05:00 PM,29-Jan-2025 05:00 PM ,04-Feb-2025 05:00 PM ,29-Jan-2025 05:00 PM,10-Feb-2025 05:00 PM,"21,827",Yes,percentage,1.0%,Nil,Nil,IDCO||IDCO||IDCO,DH/RKL/CIV/E-06/2024-25,2025_IDCO_109918_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,"DIVISIONAL HEAD IDCO,ROURKELA","O/O DIVISIONAL HEAD IDCO,ROURKELA,PLOT NO.106(P),I.E.ROURKELA-769004",PROVIDING APPROACH ROAD AND DRAIN TO IDCO PLOT NO 18 19 20 AND 20BY1 AT MANDIAKUDAR I E SUNDARGARH ODISHA,IDCO CIVIL WORKS,Please refer Tender documents. ,NA ,"21,82,676",Civil Works - Roads,NA ,Tender,90.0,90.0,ROURKELA,769004.0,NA ,NA ,NA ,"O/O DIVISIONAL HEAD IDCO,ROURKELA",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"VALID REGD.CERT, GST REGD.CERT,PAN,EPF REGD.CERT,NO-RELATION,CURRENT LITIGATION,AFFIDAVIT,EMD,UNDTKG",AOC,06-Jun-2025,"INR 1,855,493.54",90.0,Rahul Kumar Nayak,06-Jun-2025 02:08 PM,mandiakudaraoc.pdf (1206.00 KB),AOC,DIVISIONAL HEAD,Internal,"DY MNGR CIVIL,ASST MNGR ADMN,JR MNGR CIVIL",Rahul Kumar Nayak,06-Jun-2025 02:04 PM,finsummary_527647.pdf (1056.55 KB),Finance,TENDER OPENED SUCCESSFULLY,Rahul Kumar Nayak,08-May-2025 02:26 PM,finance_527647.pdf,BOQ Comparative Chart,1,2790572,BIKASH SAMAL,31-Jan-2025 12:19 AM,Accepted-AOC,AOC,06-Jun-2025 02:09 PM,IDCO||IDCO||IDCO,2025_IDCO_109918_1,DH/RKL/CIV/E-06/2024-25,PROVIDING APPROACH ROAD AND DRAIN TO IDCO PLOT NO 18 19 20 AND 20BY1 AT MANDIAKUDAR I E SUNDARGARH ODISHA,1.0,2790572.0,BIKASH SAMAL,INR,"1,855,493.54",DIVISIONAL HEAD,Internal,"DY.MANAGER CIVIL,JR.MANAGER CIVIL,ASST.MANAGER MASME",Rahul Kumar Nayak,08-May-2025 02:34 PM,techsummary_527647.pdf (1964.99 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,2,2807662,DIBYA RANJAN SWAIN,10-Feb-2025 03:24 PM,Rejected-Finance,Loosing in Lottery system,06-Jun-2025 02:04 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2800652,LITI MOHAPATRA,06-Feb-2025 02:12 PM,Rejected-Finance,Loosing in Lottery system,06-Jun-2025 02:04 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2807554,PRANATI RANI SAMAL,10-Feb-2025 03:40 PM,Rejected-Finance,Loosing in Lottery system,06-Jun-2025 02:04 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2806842,PRITI RANJAN SAMAL,10-Feb-2025 12:28 PM,Rejected-Finance,Loosing in Lottery system,06-Jun-2025 02:04 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2807935,ROBERT BODRA,10-Feb-2025 04:37 PM,Rejected-Finance,Loosing in Lottery system,06-Jun-2025 02:04 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2807929,SMRUTIMITALI SWAIN,10-Feb-2025 04:21 PM,Rejected-Finance,Loosing in Lottery system,06-Jun-2025 02:04 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2793547,SUNIL KUMAR LENKA,02-Feb-2025 12:50 PM,Rejected-Finance,Loosing in Lottery system,06-Jun-2025 02:04 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2807842,SWAYAM PRAVA MOHANTY,10-Feb-2025 04:30 PM,Rejected-Finance,Loosing in Lottery system,06-Jun-2025 02:04 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2807839,"TRILOK NATH CONSTRUCTION ,PROPRIETOR - ANAND CHANDEL",10-Feb-2025 04:01 PM,Rejected-Finance,Loosing in Lottery system,06-Jun-2025 02:04 PM,,,,,,,,,,,,,,,,AOC
