Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,03-Jun-2025 07:56 AM,techsummary_534582.pdf (757.28 KB),03-Jun-2025,"INR 1,900,000",90.0,Chandramani Swain,03-Jun-2025 08:19 AM,6.pdf (225.00 KB),1,2878095,BIJENDRA PRASAD,07-Apr-2025 03:28 PM,Accepted-AOC,Accepted,03-Jun-2025 08:19 AM,1.0,2878095.0,BIJENDRA PRASAD,INR,"1,577,967.49",Finance,ok,Chandramani Swain,05-May-2025 10:56 AM,finance_534582.pdf,BOQ Comparative Chart,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,03-Jun-2025 08:16 AM,finsummary_534582.pdf (757.28 KB),Municipal Bodies||Brajrajnagar Municipality,2025_ORULB_111970_6,BRJNRM-07/2024-25,"Construction of Strom Water Drainage near mixture factory, Ramgarh W.No.2.",AOC,"19,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, T.P., E.M.D. copy, PAN, GST, Affidavit and other relevant documents of this DTCN","Construction of Strom Water Drainage near mixture factory, Ramgarh W.No.2.",Strom Water Drainage,Please refer Tender documents ,NA ,"19,00,000",Civil Works - Others,NA ,Tender,90.0,90.0,Brajrajnagar Municipal Area,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,Municipal Bodies||Brajrajnagar Municipality,BRJNRM-07/2024-25,2025_ORULB_111970_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1,ICICI BANK,27-Mar-2025 05:00 PM,08-Apr-2025 11:00 AM,27-Mar-2025 05:00 PM,07-Apr-2025 05:00 PM,NA ,NA ,27-Mar-2025 05:00 PM,07-Apr-2025 05:00 PM,Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,AOC
,,,,,,,,,,,,2,2878022,JAI MAA RAM CHANDI TRADERS,07-Apr-2025 02:56 PM,Rejected-AOC,Rejected,03-Jun-2025 08:19 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,AOC
