Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"GST, PAN, Contractor RC, Affidavit, Litigation, No relation Certificate and any other documents",05-May-2025 10:00 AM,15-May-2025 10:00 AM,05-May-2025 10:00 AM,14-May-2025 05:30 PM,05-May-2025 10:00 AM ,14-May-2025 05:30 PM ,05-May-2025 10:00 AM,14-May-2025 05:30 PM,"Superintending Engineer, M.I Division, Khariar","Superintending Engineer, M.I Division, Khariar","14,550",Yes,fixed,,Nil,Nil,Improvement to the Distribution System(D/S) of Latkanpada MIP in Komna Block of Nuapada District under ERM Scheme 2024-25,Improvement to the Distribution System(D/S) of Latkanpada MIP in Komna Block of Nuapada District under ERM Scheme 2024-25,"No prequalification criteria required. However, GST, PAN, RC,NRC, Affidavit, No Litigation are mandatory ",NA ,"14,52,758",Civil Works - Others,NA ,Tender,90.0,NA ,Komna,766106.0,NA ,NA ,NA ,"O/o the SE, MI Division, Khariar",No ,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KHARIAR",01/SE MIDKHR/2025-26,2025_CEMIB_113099_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2914946,Achutanand Mund,13-May-2025 09:52 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,05-Jun-2025,"INR 1,234,989.74",60.0,Amir Kumar Rath,13-Jun-2025 08:30 AM,Latkanpada.pdf (484.00 KB),"Superintending Engineer, MID Khariar",Internal,"SE, AEE(Estr), DAO, JE(Estr)",Amir Kumar Rath,18-May-2025 02:24 PM,techsummary_538371.pdf (528.07 KB),"Superintending Engineer, MID Khariar",Internal,"SE, AEE(Estr), DAO, JE(Estr)",Amir Kumar Rath,18-May-2025 02:51 PM,finsummary_538371.pdf (528.07 KB),"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KHARIAR",2025_CEMIB_113099_1,01/SE MIDKHR/2025-26,Improvement to the Distribution System(D/S) of Latkanpada MIP in Komna Block of Nuapada District under ERM Scheme 2024-25,1.0,2917814.0,GANGARAM SAHU,INR,"1,234,989.74",Finance,All are admitted,Amir Kumar Rath,15-May-2025 06:01 PM,,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,2,2917335,ADITYA KUMAR DURIA,14-May-2025 11:32 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2917290,AYUSH KUMAR JAIN,14-May-2025 11:16 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2917757,BIKASH KUMAR PANDA,14-May-2025 03:51 PM,Rejected-Technical,Not Qualified.EMD exemption allowed for 50 percent Disability,18-May-2025 02:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2917117,DHIBAR DHARUA,14-May-2025 05:13 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2917814,GANGARAM SAHU,14-May-2025 04:39 PM,Accepted-AOC,Selected as L1 bidder during the transparent lottery held on 20.05.2025,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2914857,Gunabanta Behera,13-May-2025 07:57 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2917076,HARA MEHER,13-May-2025 09:32 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2913649,HEMAKANTI BEHERA,13-May-2025 03:55 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2913608,JITENDRA BARIHA,13-May-2025 07:24 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
