Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2917480,KANTI SAHU,14-May-2025 12:45 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2916856,KARTIK DEEP,14-May-2025 01:03 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2912254,MAA MANGALA TRADERS,13-May-2025 11:46 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2911713,MAKARDHWAJ BEHERA,11-May-2025 09:10 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2917374,MANAS RANJAN BIBHAR,14-May-2025 12:09 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2911021,MANJU AGRAWL,11-May-2025 08:37 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2912799,NAMITA MEHER,12-May-2025 05:32 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2917464,NANDA KISHOR AGRAWAL,14-May-2025 01:25 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2909371,NEELAM GUPTA,13-May-2025 12:38 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2911489,PADMANAVA NAIK,11-May-2025 09:15 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2917798,PRABHJOT SINGH GANDHI,14-May-2025 04:20 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,2915499,PRANGYA PRIYAMBIKA THAKUR,13-May-2025 12:32 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,2917380,PRATIMA SAHU,14-May-2025 12:05 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,2913751,PRITAM KUMAR SAHU,12-May-2025 05:13 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,2912587,RADHESHYAM RANA,12-May-2025 10:18 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,2915613,RAJENDRA KUMAR SAHOO,13-May-2025 01:38 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,2912077,RAJ ENTERPRISES,12-May-2025 09:08 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,2917426,RAJESWARI SINGHBABU,14-May-2025 12:23 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,2917800,RAJIB KUMAR HOTA,14-May-2025 04:18 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,2907445,ROHIT KUMAR AGRAWAL,06-May-2025 09:41 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,2917272,SAILESH KUMAR PATEL,14-May-2025 11:09 AM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,2913956,SANKALP RANJAN NAYAK,12-May-2025 06:29 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,2911450,SAURABH SAHU,11-May-2025 07:25 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,2917634,SHAKUN INFRATRADE,14-May-2025 02:21 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,2912781,SHASHI BHUSAN PRAHARAJ,13-May-2025 12:22 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,2912508,SHYAM SUNDAR SAHU,12-May-2025 05:03 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,2911419,TUSHARAKANTA NIAL,10-May-2025 05:22 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,2917408,UGRESAN TANDI (S.C),14-May-2025 12:19 PM,Rejected-AOC,Rejected,13-Jun-2025 08:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
