Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Additional CE, RB Basin, Berhampur","Office of the Additional CE, RB Basin Berhampur PIN 760004","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","ACE,RBB-08/2024-25",2024_CEBMB_108291_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,16-Dec-2024 10:00 AM,02-Jan-2025 11:30 AM,16-Dec-2024 10:00 AM,01-Jan-2025 05:00 PM,16-Dec-2024 10:00 AM ,23-Dec-2024 05:00 PM ,16-Dec-2024 10:00 AM,01-Jan-2025 05:00 PM,13-Mar-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Contractor RC,","10,000",0.0,Nil,Nil,No,"4,64,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Improvement to Tarinipalli Minor, Bahalpur Minor, Humma Sub Minor, Kantigada Minor and Palur Minor including renovation of structures of Hiradharabati Irrigation Project.","Improvement to Tarinipalli Minor, Bahalpur Minor, Humma Sub Minor, Kantigada Minor and Palur Minor including renovation of structures of Hiradharabati Irrigation Project.",Please refer Tender documents. ,NA ,"4,63,80,186",Civil Works - Others,NA ,Tender,90.0,330.0,Humma,761027.0,NA ,NA ,NA ,"Office of the Additional CE, RB Basin, Berhampur",No ,No,AOC,23-Apr-2025,"INR 39,427,796",330.0,Rajib Kumar Pandit,26-Jun-2025 03:59 PM,AOCtaranipalli.pdf (847.00 KB),"This work is awarded to Ramakanta Nayak, vide agreement No. 05 P1 2025-26 of Berhampur Irrigation Division, Berhampur",1,2718062,AMRIT PRADHAN,30-Dec-2024 10:37 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,Finance,Downloaded Successfully,Rajib Kumar Pandit,05-Apr-2025 05:40 PM,,BOQ Comparative Chart,"Rajib Kumar Pandit, Addl.CE",Internal,,Rajib Kumar Pandit,12-Mar-2025 02:03 PM,13-Mar-2025 11:30 AM,techsummary_520636.pdf (832.21 KB),"Rajib Kumar Pandit, Addl.CE",Internal,,Rajib Kumar Pandit,07-Apr-2025 12:10 PM,finsummary_520636.pdf (1825.76 KB),"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur",2024_CEBMB_108291_3,"ACE,RBB-08/2024-25","Improvement to Tarinipalli Minor, Bahalpur Minor, Humma Sub Minor, Kantigada Minor and Palur Minor including renovation of structures of Hiradharabati Irrigation Project.",Technical,Download successfully,Rajib Kumar Pandit,12-Mar-2025 01:38 PM,,1.0,2707622.0,RAMAKANTA NAYAK,INR,"39,427,796",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit under taking, declaring no Relationship with Department officials",,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2719989,Ashis Kumar Sahu,01-Jan-2025 10:35 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,And any other documents as per SBD and DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2716708,Ashru Mochan Jena,30-Dec-2024 03:25 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2720730,ASHUTOSH BHUYAN,01-Jan-2025 04:34 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2720519,BALAKRISHNA DASH,01-Jan-2025 03:42 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2720033,BALARAM DALAI,01-Jan-2025 11:23 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2720699,BASANTA NAHAK,01-Jan-2025 04:06 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2720305,Binod Kumar Sahu,01-Jan-2025 01:06 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2720365,BISWAJIT PANDA,01-Jan-2025 03:48 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2714727,Bulu jena,30-Dec-2024 01:17 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,2720481,CHIDANANDA PANDA,01-Jan-2025 02:13 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,2717747,CHINMAY NAYAK,30-Dec-2024 07:05 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,2716795,Chumit Nandan Pati,31-Dec-2024 12:57 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,2720063,DILIP KUMAR SWAIN,01-Jan-2025 11:21 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,2719093,GANARAM MAHALA,01-Jan-2025 11:16 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,2704280,Ganesh Kumar Brahma,20-Dec-2024 12:03 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17,2720692,Girish Kumar Tripathy,01-Jan-2025 04:36 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18,2718618,Hadubandhu Mohanty,31-Dec-2024 07:24 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
