Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19,2715628,Harihar Mahapatra,29-Dec-2024 09:06 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20,2720007,Jajati Kesari Nayak,01-Jan-2025 01:05 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21,2717720,Krushna Prasad Swain,30-Dec-2024 06:21 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22,2710776,Mangi Iswar Reddy,28-Dec-2024 01:09 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23,2719827,MANORANJAN RAUT,01-Jan-2025 07:00 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24,2714196,M SANDEEP,27-Dec-2024 09:13 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,25,2715021,NARAYAN NAHAK,28-Dec-2024 05:58 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,26,2718597,NILAMADHAB SAHU,31-Dec-2024 12:59 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,27,2720023,Pabitra Kumar Muni,01-Jan-2025 11:01 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,28,2719976,PRABIN KUMAR DALABEHERA,01-Jan-2025 10:21 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,29,2719927,Prajukta Mahapatra,01-Jan-2025 08:22 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,30,2712947,Prakash Chandra Sahu,28-Dec-2024 01:25 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,31,2720523,PRASANTA KUMAR SAHU,01-Jan-2025 03:17 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,32,2720391,PURNA CHANDRA CHAUDHURY,01-Jan-2025 01:37 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,33,2707622,RAMAKANTA NAYAK,23-Dec-2024 12:41 PM,Accepted-AOC,Winner of the lottery,26-Jun-2025 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,34,2710890,Sairaj Dalai,31-Dec-2024 11:58 AM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,35,2720677,SANTOSH KUMAR MISHRA,01-Jan-2025 03:52 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,36,2710398,SMT. RUPASHREE DAS,27-Dec-2024 02:17 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,37,2720265,Srikanta Mohanty,01-Jan-2025 01:16 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,38,2720390,SUBRAT RAUT,01-Jan-2025 01:34 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,39,2719708,SUCHITA PANDA,31-Dec-2024 11:43 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,40,2712584,SUDHANSU SEKHAR MANGARAJ,27-Dec-2024 04:32 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,41,2720248,Sunil Kumar Mohanty,01-Jan-2025 12:36 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,42,2719983,Sunil Kumar Panigrahy,01-Jan-2025 01:37 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,43,2715887,SUNIL KUMAR PATRO,29-Dec-2024 05:33 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,44,2710910,Tapan Kumar Sahu,25-Dec-2024 03:56 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,45,2710804,Tusar Ranjan Acharya,25-Dec-2024 01:44 PM,Rejected-Finance,Loser of the lottery,07-Apr-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
