Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
09-Jun-2025,"INR 2,469,233",60.0,Pradeep Kumar Nayak,09-Jun-2025 11:08 AM,WO06131.pdf (552.00 KB),EO CP ME AE,Internal,,Pradeep Kumar Nayak,06-Jun-2025 01:35 PM,techsummary_533289.pdf (563.21 KB),Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 05:54 PM,,BOQ Comparative Chart,1.0,2864301.0,SRIMANTA MAJHI,INR,"2,197,617.18",EO CP ME AE,Internal,,Pradeep Kumar Nayak,09-Jun-2025 11:06 AM,finsummary_533289.pdf (563.21 KB),Municipal Bodies||Balasore Municipality,2025_ORULB_111643_131,BM_06_2024_25,"Const. of Paver Block Road and Drain from Pradeep Kumar Raj House to Kailash Chandra Mohanty House near Laxmi Narayan Temple, Angargadia in Ward No_10",1,2868559,Ananta Nayak,25-Mar-2025 10:19 PM,Rejected-Technical,L4,06-Jun-2025 01:35 PM,AOC,"Const. of Paver Block Road and Drain from Pradeep Kumar Raj House to Kailash Chandra Mohanty House near Laxmi Narayan Temple, Angargadia in Ward No_10","Const. of Paver Block Road and Drain from Pradeep Kumar Raj House to Kailash Chandra Mohanty House near Laxmi Narayan Temple, Angargadia in Ward No_10",Please refer Tender documents. ,NA ,"24,69,233",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_131,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"24,692",Yes,percentage,1.0%,Nil,Nil,1.0,REVISED DTCN,Technical Bid,,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,"Executive Officer, Balasore Municipality",Balasore Municipality Office,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2868633,MIHIR KUMAR MAJHI,25-Mar-2025 11:12 PM,Rejected-Technical,L5,06-Jun-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2869424,SAROJ KUMAR BEHERA,26-Mar-2025 03:56 PM,Rejected-Technical,L3,06-Jun-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2869477,SASMITARANI DAS,26-Mar-2025 04:13 PM,Rejected-Technical,L1 BUT NOT INT.,06-Jun-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2864301,SRIMANTA MAJHI,22-Mar-2025 01:24 PM,Accepted-AOC,WO,09-Jun-2025 11:08 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
