Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
EO CP ME AE,Internal,,Pradeep Kumar Nayak,24-Jun-2025 05:59 PM,techsummary_533305.pdf (473.67 KB),Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 06:17 PM,,BOQ Comparative Chart,25-Jun-2025,"INR 1,355,932",60.0,Pradeep Kumar Nayak,25-Jun-2025 06:36 PM,WO06145.pdf (546.00 KB),EO CP ME AE,Internal,,Pradeep Kumar Nayak,25-Jun-2025 06:35 PM,finsummary_533305.pdf (473.67 KB),1.0,2868679.0,JITENDRA PARMANIK,INR,"1,340,881.33",Municipal Bodies||Balasore Municipality,2025_ORULB_111643_145,BM_06_2024_25,Construction of Road and Drain from Church to F.M Golei in W.N -17,1,2868576,Ananta Nayak,25-Mar-2025 10:25 PM,Rejected-Technical,L2,24-Jun-2025 05:59 PM,AOC,"Executive Officer, Balasore Municipality",Balasore Municipality Office,"13,559",Yes,percentage,1.0%,Nil,Nil,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,1,ICICI BANK,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_145,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Road and Drain from Church to F.M Golei in W.N -17,Construction of Road and Drain from Church to F.M Golei in W.N -17,Please refer Tender documents. ,NA ,"13,55,932",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,1.0,REVISED DTCN,Technical Bid,,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2868679,JITENDRA PARMANIK,26-Mar-2025 01:24 AM,Accepted-AOC,WO,25-Jun-2025 06:36 PM,AOC,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC
