Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Executive Engineer,"O/o The S E, R.W.Division, Jajpur",Special Repair to PWD Road (Katia Chhaka) to Nayaksahi Road for the Year 2023-24 in the District of Jajpur.,Special Repair to PWD Road (Katia Chhaka) to Nayaksahi Road for the Year 2023-24 in the District of Jajpur.,Please refer Tender documents. ,NA ,"57,05,395",Civil Works - Roads,NA ,Tender,90.0,60.0,JAJPUR,755007.0,NA ,NA ,NA ,"O/o The S E, R.W.Division, Jajpur",No ,No,"10,000",0.0,Nil,Nil,No,"57,500",Yes,fixed,,Nil,Nil,10-Jan-2024 09:00 AM,22-Jan-2024 11:30 AM,10-Jan-2024 09:00 AM,20-Jan-2024 05:00 PM,10-Jan-2024 09:00 AM ,19-Jan-2024 05:00 PM ,10-Jan-2024 09:00 AM,20-Jan-2024 05:00 PM,10-Feb-2024 11:00 AM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,Tender Online 23 JJPT of 2023-24,2024_CERWI_99500_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Online Tender Cost,EMD,RC,PAN,GSTN,Affidavit,No-Relation",AOC,EXECUTIVE ENGINEER,Internal,"DAO,ESTIMATOR",Gyanaranjan Nayak,09-Feb-2024 08:08 PM,10-Feb-2024 11:00 AM,techsummary_483860.pdf (219.29 KB),1.0,2400617.0,RAKESH KUMAR SAHOO,INR,"4,850,156.6",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,2024_CERWI_99500_1,Tender Online 23 JJPT of 2023-24,Special Repair to PWD Road (Katia Chhaka) to Nayaksahi Road for the Year 2023-24 in the District of Jajpur.,Technical,06 Nos Bidders Participated,Gyanaranjan Nayak,09-Feb-2024 08:06 PM,,1,2400637,JANGYADATTA TRIPATHY,20-Jan-2024 03:48 PM,Rejected-AOC,Not Qualify,20-Jun-2025 01:59 PM,Finance,6 NOS,Gyanaranjan Nayak,20-Jun-2025 01:46 PM,,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,"DAO,ESTIMATOR",Gyanaranjan Nayak,20-Jun-2025 01:55 PM,finsummary_483860.pdf (439.04 KB),20-Jun-2025,"INR 4,850,156.6",60.0,Gyanaranjan Nayak,20-Jun-2025 01:59 PM,230.pdf (439.00 KB),AWARD OF CONTRACT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Work Experience,Machineries and Other Documents as per DTCN",AOC,,,,,,,,,,,,,,,,,,,,,,2,2392021,M/S BISWAJIT BEHURIA,15-Jan-2024 09:23 PM,Rejected-AOC,Not Qualify,20-Jun-2025 01:59 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,3,2399757,M/S RANJAN KUMAR BEHERA,19-Jan-2024 06:09 PM,Rejected-AOC,Not Qualify,20-Jun-2025 01:59 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2399788,M/S SIDHARTH KUMAR SAMAL,19-Jan-2024 06:25 PM,Rejected-AOC,Not Qualify,20-Jun-2025 01:59 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2400617,RAKESH KUMAR SAHOO,20-Jan-2024 03:24 PM,Accepted-AOC,Qualify,20-Jun-2025 01:59 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2396076,SATYABRATA MOHANTY,17-Jan-2024 01:12 PM,Rejected-AOC,Not Qualify,20-Jun-2025 01:59 PM,,,,,,,,,,,,,,,,,,,,AOC
