Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, GST, Pan, Contractor RC etc. as per DTCN",1.0,ICICI BANK,"4,000",Nil,Nil,No,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||Deogarh Irrigation Division Deogarh,SEDID-01/2025-26,2025_CEBBS_113039_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,03-May-2025 11:00 AM,14-May-2025 10:00 AM,03-May-2025 11:00 AM,13-May-2025 05:00 PM,03-May-2025 11:00 AM ,13-May-2025 05:00 PM ,03-May-2025 11:00 AM,13-May-2025 05:00 PM,SE DID,"O/o the SE, Deogarh Irrigation Division, Deogarh","6,000",Yes,fixed,,Nil,Nil,Construction of slope linning in between RD 19300m to 19365m of Gohira Right Main Canal for the year 2025-26.,Construction of slope linning in between RD 19300m to 19365m of Gohira Right Main Canal for the year 2025-26.,C and D class Contractor  ,NA ,"5,86,041",Civil Works - Canal,NA ,Tender,90.0,90.0,Deogarh,768119.0,NA ,NA ,NA ,"O/o the SE, Deogarh Irrigation Division, Deogarh",No ,No,AOC,SE DID,Internal,"SE, AEE, Estimator",Suresh Chandra Munda,22-Jun-2025 12:56 PM,techsummary_538206.pdf (369.71 KB),SE DID,Internal,"SE, AEE, Estimator",Suresh Chandra Munda,22-Jun-2025 01:00 PM,finsummary_538206.pdf (369.71 KB),Finance,All Bidder Admitted,Suresh Chandra Munda,21-Jun-2025 01:44 PM,finance_538206.pdf,BOQ Comparative Chart,22-Jun-2025,"INR 498,193",90.0,Suresh Chandra Munda,22-Jun-2025 01:03 PM,13.pdf (430.00 KB),1,2914654,ABINASH SWAIN,12-May-2025 11:18 PM,Rejected-AOC,Not Qualified in Lottery System.,22-Jun-2025 01:03 PM,1.0,2913684.0,PRAMOD KUMAR PRADHAN,INR,"498,193",CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||Deogarh Irrigation Division Deogarh,2025_CEBBS_113039_13,SEDID-01/2025-26,Construction of slope linning in between RD 19300m to 19365m of Gohira Right Main Canal for the year 2025-26.,AOC
,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2912886,ANIL KUMAR SAHU,12-May-2025 04:56 PM,Rejected-AOC,Not Qualified in Lottery System.,22-Jun-2025 01:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2914641,DEBENDRA KISAN,13-May-2025 11:46 AM,Rejected-AOC,Not Qualified in Lottery System.,22-Jun-2025 01:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2914700,DHIREN KUMAR DEO,12-May-2025 11:42 PM,Rejected-AOC,Not Qualified in Lottery System.,22-Jun-2025 01:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2912641,LALIT MITRA,12-May-2025 08:29 PM,Rejected-AOC,Not Qualified in Lottery System.,22-Jun-2025 01:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2914715,MANIKA SAHOO,12-May-2025 11:59 PM,Rejected-AOC,Not Qualified in Lottery System.,22-Jun-2025 01:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2916202,MITRAVANU BEHERA,13-May-2025 03:12 PM,Rejected-AOC,Not Qualified in Lottery System.,22-Jun-2025 01:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,2913684,PRAMOD KUMAR PRADHAN,12-May-2025 04:46 PM,Accepted-AOC,Qualified in Lottery System.,22-Jun-2025 01:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,2914939,SOUMYA RANJAN BEHERA,13-May-2025 10:46 AM,Rejected-AOC,Not Qualified in Lottery System.,22-Jun-2025 01:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,2914418,SUPRIYA PANDA,12-May-2025 08:57 PM,Rejected-AOC,Not Qualified in Lottery System.,22-Jun-2025 01:03 PM,,,,,,,,,,AOC
