Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"Superintending Engineer, Rairangpur Irrigation Division",Internal,"Estimator and DAO, Rairangpur Irrigation Division",Pramoda Kumar Kodamasingh,19-Jul-2023 06:01 PM,techsummary_437962.pdf (204.88 KB),1,2151178,AMBUJA MISHRA,30-May-2023 07:16 PM,Rejected-Finance,Did not win the lottery,20-Jul-2023 11:06 AM,02-Jun-2025,"INR 1,500,334",270.0,Dileswar Kisan,02-Jun-2025 11:07 AM,WOBinjhuaMinor.pdf (956.00 KB),Contract Awarded,Finance,Tender documents of all the bidders have been downloaded successfully.,Pramoda Kumar Kodamasingh,01-Jun-2023 06:47 PM,finance_437962.pdf,BOQ Comparative Chart,1.0,2147821.0,DHANESWAR MANDAL,INR,"1,500,334","CE-BM,BSB Basin,Laxmiposi||SE,Baripada Irr.Circle,Takatpur||EE Rairangpur Irr. Divn. Rairangpur",2023_CEBML_88994_21,e-Procurement Notice No.01 RID/2023-24,"SERID-21 of 2023-24 Improvement to Binjhua minor (Construction of Guard wall from RD 720m to 740m, 1860m to 1950m and 2760m to 2800 repair of structure with resectioning of canal) of Nesa Irrigation Project for 2023 -24.","Superintending Engineer, Rairangpur Irrigation Division",Internal,"Estimator and DAO, Rairangpur Irrigation Division",Pramoda Kumar Kodamasingh,20-Jul-2023 11:06 AM,finsummary_437962.pdf (445.80 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN, Contractor Registration Certificate",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"O/o the SE, Rairangpur Irr. Division, Rairangpur",17-May-2023 10:00 AM,01-Jun-2023 11:00 AM,17-May-2023 10:00 AM,31-May-2023 05:00 PM,17-May-2023 10:00 AM ,23-May-2023 05:00 PM ,17-May-2023 10:00 AM,31-May-2023 05:00 PM,"SERID-21 of 2023-24 Improvement to Binjhua minor (Construction of Guard wall from RD 720m to 740m, 1860m to 1950m and 2760m to 2800 repair of structure with resectioning of canal) of Nesa Irrigation Project for 2023 -24.",Canal improvement work,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,270.0,Rairangpur,757043.0,NA ,NA ,NA ,"O/o the SE, Rairangpur Irr. Division, Rairangpur",No ,No,"17,700",Yes,fixed,,Nil,Nil,"CE-BM,BSB Basin,Laxmiposi||SE,Baripada Irr.Circle,Takatpur||EE Rairangpur Irr. Divn. Rairangpur",e-Procurement Notice No.01 RID/2023-24,2023_CEBML_88994_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,2151132,ANITA RANI GIRI,30-May-2023 05:39 PM,Rejected-Finance,Did not win the lottery,20-Jul-2023 11:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2147821,DHANESWAR MANDAL,26-May-2023 02:32 PM,Accepted-AOC,Contract Awarded,02-Jun-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2151608,JEETENDRA KUMAR MALLICK,31-May-2023 02:29 PM,Rejected-Finance,Did not win the lottery,20-Jul-2023 11:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2149364,LALIT MOHAN MOHANTA,30-May-2023 06:33 PM,Rejected-Finance,Did not win the lottery,20-Jul-2023 11:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2151117,MANARANJAN MANDAL,30-May-2023 05:12 PM,Rejected-Finance,Did not win the lottery,20-Jul-2023 11:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2145046,MOHIT KUMAR BISOI,26-May-2023 11:15 AM,Rejected-Finance,Did not win the lottery,20-Jul-2023 11:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2151195,MONALI SAHU,31-May-2023 03:03 PM,Rejected-Finance,Did not win the lottery,20-Jul-2023 11:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2147607,PRAMOD KUMAR SAHU,26-May-2023 01:37 PM,Rejected-Finance,Did not win the lottery,20-Jul-2023 11:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2151715,RATIKANTA BASA,31-May-2023 04:36 PM,Rejected-Finance,Did not win the lottery,20-Jul-2023 11:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
