Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
21-Jun-2025,"INR 9,196,690.829",90.0,Prabhakara Behera,21-Jun-2025 08:56 PM,AOCNBGB1.pdf (2935.00 KB),"Award of contract to Hitesh Kumar Sharma, ""B"" Class Engineering Contractor through transparency lottery system",CE RW I||RWCIRCLE-SUNABEDA,2024_CERWI_108432_30,CCERWCSBD Online - 16/2024-25,Periodical Renewal work of 5 year post DLP PMGSY Roads for financial year 2024-25 under State Budget for Package No. PM-NBG-B1/2024-25,1.0,2739476.0,HITESH KUMAR SHARMA,INR,"7,818,106.874",1,2740373,BASUDEV SETHI,09-Jan-2025 03:54 PM,Rejected-AOC,REJECT,21-Jun-2025 08:56 PM,Technical,BIDDERS NAME,Prabhakara Behera,10-Feb-2025 07:59 PM,technical_523258.pdf,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division-I, Nabarangpur , Estimator R.W. Circle, Sunabeda",Prabhakara Behera,21-Jun-2025 08:50 PM,finsummary_523258.pdf (804.38 KB),Finance,cs,Prabhakara Behera,21-Jun-2025 08:44 PM,finance_523258.pdf,BOQ Comparative Chart,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division-I, Nabarangpur , Estimator R.W. Circle, Sunabeda",Prabhakara Behera,13-Feb-2025 07:54 AM,17-Feb-2025 11:00 AM,techsummary_523258.pdf (507.75 KB),AOC,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",Periodical Renewal work of 5 year post DLP PMGSY Roads for financial year 2024-25 under State Budget for Package No. PM-NBG-B1/2024-25,Periodical Renewal work of 5 year post DLP PMGSY Roads for financial year 2024-25 under State Budget for Package No. PM-NBG-B1/2024-25,N.A. ,NA ,"91,97,000",Civil Works - Roads,NA ,Tender,90.0,90.0,NABARANGPUR,764059.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,02-Jan-2025 05:00 PM,10-Jan-2025 11:00 AM,02-Jan-2025 05:00 PM,09-Jan-2025 05:00 PM,02-Jan-2025 05:00 PM ,08-Jan-2025 02:00 PM ,02-Jan-2025 05:00 PM,09-Jan-2025 05:00 PM,17-Feb-2025 11:00 AM,"92,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online - 16/2024-25,2024_CERWI_108432_30,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2,2740061,Bharat Mirgan,09-Jan-2025 01:59 PM,Rejected-AOC,REJECT,21-Jun-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,,,,3,2739476,HITESH KUMAR SHARMA,09-Jan-2025 02:46 PM,Accepted-AOC,"Award of contract to Hitesh Kumar Sharma, B Class Engineering Contractor through transparency lottery system",21-Jun-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,2730470,Kunja Bihari Sahu,07-Jan-2025 07:21 PM,Rejected-AOC,REJECT,21-Jun-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2740168,PANDABA KUMAR PADHI,09-Jan-2025 02:37 PM,Rejected-AOC,REJECT,21-Jun-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2740270,S.ANIL KUMAR,09-Jan-2025 04:07 PM,Rejected-Technical,DISQUALIFIED,13-Feb-2025 07:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,2740931,Suraj Pati,09-Jan-2025 04:44 PM,Rejected-AOC,REJECT,21-Jun-2025 08:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
