Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Superintending Engineer,Internal,,SWAPNA BEHERA,22-Jun-2025 10:42 AM,techsummary_534090.pdf (64.58 KB),23-Jun-2025,"INR 564,709",60.0,SWAPNA BEHERA,23-Jun-2025 05:10 PM,Rangabalikumbha.pdf (128.00 KB),AOC,1,2875040,AKHIL PRASAD MALLICK,04-Apr-2025 11:49 AM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,Finance,On opening the bids total 22 nos. of bids were found to be received online. Hence 22 nos. of bids were found to be valid.,SWAPNA BEHERA,22-Jun-2025 10:36 AM,finance_534090.pdf,BOQ Comparative Chart,1.0,2875095.0,JAGANATH BISOI,INR,"564,709","CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore",2025_CEMIB_111853_5,MIDJEY12/2024-25,Improvement to Rangabalikumbha Check Dam in Koraput Block of Koraput District under Imp. to Check Dam,Superintending Engineer,Internal,,SWAPNA BEHERA,22-Jun-2025 10:48 AM,finsummary_534090.pdf (64.58 KB),AOC,Improvement to Rangabalikumbha Check Dam in Koraput Block of Koraput District under Imp. to Check Dam,Improvement to Rangabalikumbha Check Dam in Koraput Block of Koraput District under Imp. to Check Dam,Please refer tender documents ,NA ,"6,64,286",Civil Works - Water Works,NA ,Tender,90.0,60.0,Koraput,764020.0,NA ,NA ,NA ,"Superintending Engineer, M.I. Division, Jeypore",No ,No,Superintending Engineer,"Superintending Engineer, M.I. Division, Jeypore","CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore",MIDJEY12/2024-25,2025_CEMIB_111853_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN GSTIN, License, Affidavit and as per DTCN","6,700",Yes,fixed,,Nil,Nil,24-Mar-2025 10:00 AM,07-Apr-2025 11:00 AM,24-Mar-2025 10:00 AM,05-Apr-2025 05:00 PM,NA ,NA ,24-Mar-2025 10:00 AM,05-Apr-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,2875889,Akshaya Kumar Mishra,04-Apr-2025 05:41 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2875742,BISHNUPRIYA NAYAK,04-Apr-2025 07:32 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2875614,Budu Beniya,04-Apr-2025 12:11 AM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2876125,DAITARI BENIA,04-Apr-2025 06:27 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2874307,DHANA JANI,01-Apr-2025 04:46 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2876276,Gajendra Kumar Dami,04-Apr-2025 08:54 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2875536,GHASIANI HIAL,05-Apr-2025 01:55 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2875816,GUPTA BISOI,04-Apr-2025 06:30 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2875095,JAGANATH BISOI,04-Apr-2025 11:15 AM,Accepted-AOC,Accept,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,2873479,JAYADAS KHORA (S.C),29-Mar-2025 06:52 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,2874305,JOSADA KHARA,01-Apr-2025 04:46 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,2875514,LIPUN PRADHAN,03-Apr-2025 08:16 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,2876044,PINTU BISOI,04-Apr-2025 04:47 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,2876254,PRANATI PUROHIT,04-Apr-2025 08:26 PM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,2869162,PRASANTA KUMAR MOHANTY,27-Mar-2025 11:44 AM,Rejected-AOC,Reject,23-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
