Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
20-Jan-2025 05:00 PM,30-Jan-2025 11:00 AM,20-Jan-2025 05:00 PM,29-Jan-2025 05:30 PM,20-Jan-2025 05:00 PM ,27-Jan-2025 05:30 PM ,20-Jan-2025 05:00 PM,29-Jan-2025 05:30 PM,03-Mar-2025 11:00 AM,"4,13,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",Construction of Bridge over Kharakhari Nallah at 2nd Km on PWD road (Burujhari) to Paikapada road in the District of Ganjam under SBY for the year 2023-24 (Span 4 x 10.77m),Construction of Bridge over Kharakhari Nallah at 2nd Km on PWD road (Burujhari) to Paikapada road in the District of Ganjam under SBY for the year 2023-24 (Span 4 x 10.77m),Please refer Tender documents. ,NA ,"4,13,24,000",Civil Works - Bridges,NA ,Tender,90.0,330.0,Ganjam,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM",No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/21-2024-25/BPR,2025_CERWI_109654_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Chief Construction Engineer, R.W.Circle, BAM","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11","10,000",0.0,Nil,Nil,No,AOC,23-Apr-2025,"INR 35,129,035",330.0,Lopamudra Dalai,20-Jun-2025 12:27 PM,Kharkhari.pdf (1071.00 KB),1,2786648,BIRUPAKHYA CHOUDHURY,29-Jan-2025 02:51 PM,Rejected-AOC,1st Lowest,20-Jun-2025 12:27 PM,"Er. N.K.Das, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Lopamudra Dalai,25-Feb-2025 07:35 PM,03-Mar-2025 11:00 AM,techsummary_526648.pdf (469.17 KB),Finance,Documents to be verified,Lopamudra Dalai,04-Mar-2025 05:21 PM,finance_526648.pdf,BOQ Comparative Chart,Technical,Documents to be verified,Lopamudra Dalai,11-Feb-2025 02:31 PM,technical_526648.pdf,CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_109654_1,Online Tender/21-2024-25/BPR,Construction of Bridge over Kharakhari Nallah at 2nd Km on PWD road (Burujhari) to Paikapada road in the District of Ganjam under SBY for the year 2023-24 (Span 4 x 10.77m),"Er. N.K.Das, CCE, RWC, BAM",Internal,,Lopamudra Dalai,11-Apr-2025 01:31 PM,finsummary_526648.pdf (475.38 KB),1.0,2786345.0,Sunil Kumar Mohanty,INR,"35,129,035",AOC
,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2786683,Jeetendra Kumar Panda,29-Jan-2025 03:15 PM,Rejected-AOC,1st Lowest,20-Jun-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2784854,K.Rabinarayan Das,28-Jan-2025 09:41 PM,Rejected-AOC,1st Lowest,20-Jun-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2784365,MADHESHIYA INFRASTRUCTURES PRIVATE LIMITED,29-Jan-2025 03:46 PM,Rejected-AOC,3rd Lowest,20-Jun-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2785472,Rajendra Patra,29-Jan-2025 12:05 PM,Rejected-AOC,1st Lowest,20-Jun-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2784558,SAMYA RANJAN SWAIN,28-Jan-2025 06:46 PM,Rejected-AOC,2nd Lowest,20-Jun-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2779658,Satya Brata Pattnaik,28-Jan-2025 04:28 PM,Rejected-AOC,2nd Lowest,20-Jun-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2786345,Sunil Kumar Mohanty,29-Jan-2025 01:42 PM,Accepted-AOC,Successful bidders after lottery system,20-Jun-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2786570,SURYA NARAYAN SAHU,29-Jan-2025 04:18 PM,Rejected-AOC,1st Lowest,20-Jun-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2785835,Tusar Ranjan Acharya,29-Jan-2025 12:08 PM,Rejected-AOC,2nd Lowest,20-Jun-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
