S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,REVISED DTCN,Technical Bid,,"Executive Officer, Balasore Municipality",Balasore Municipality Office,"5,899",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,Constn. of RCC Drain and Culvert from Dhana Majhi House to Nabin Hansda house in W.N-23,Constn. of RCC Drain and Culvert from Dhana Majhi House to Nabin Hansda house in W.N-23,Please refer Tender documents. ,NA ,"5,89,918",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_42,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EO CP ME AE,Internal,,Pradeep Kumar Nayak,25-Jun-2025 05:24 PM,finsummary_533164.pdf (562.14 KB),EO CP ME AE,Internal,,Pradeep Kumar Nayak,24-Jun-2025 06:31 PM,techsummary_533164.pdf (562.14 KB),25-Jun-2025,"INR 589,918",60.0,Pradeep Kumar Nayak,25-Jun-2025 05:26 PM,WO0642.pdf (536.00 KB),1,2869241,Anjan Kumar Samal,26-Mar-2025 01:51 PM,Rejected-Technical,L4,24-Jun-2025 06:31 PM,Municipal Bodies||Balasore Municipality,2025_ORULB_111643_42,BM_06_2024_25,Constn. of RCC Drain and Culvert from Dhana Majhi House to Nabin Hansda house in W.N-23,1.0,2868661.0,JITENDRA PARMANIK,INR,"530,985.19",Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 02:43 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2868661,JITENDRA PARMANIK,26-Mar-2025 12:25 AM,Accepted-AOC,WO,25-Jun-2025 05:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2868969,Kartik Chandra Parida,26-Mar-2025 12:03 PM,Rejected-Technical,L3,24-Jun-2025 06:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2869311,MANMATHA PURNA CHANDRA GIRI,26-Mar-2025 02:24 PM,Rejected-Technical,L2,24-Jun-2025 06:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2868842,Ranjan Kumar Mallik,26-Mar-2025 11:08 AM,Rejected-Technical,L5,24-Jun-2025 06:31 PM,,,,,,,,,,,,,,,,AOC
