Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,11-Apr-2025 03:00 PM,22-Apr-2025 11:00 AM,11-Apr-2025 03:00 PM,21-Apr-2025 05:00 PM,NA ,NA ,11-Apr-2025 03:00 PM,21-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid Cost and EMD online, GSTIN, PAN, RC, Affidavit, and Other documents as per DTCN.",Superintending Engineer Angul R and B Division,O/O the Superintending Engineer Angul RB Division,"36,200",Yes,fixed,,Nil,Nil,"Construction of 3ph 3w 11kv,3p4w LT line and Sub Station due to Widening and Strengthening of Angul Chhendipada Road from Koshala to Chhendipada Road Via Brahamnabil Changudia ( 12/500 KM to 22/00 km)of Angul District For the Year 2024-25.","Construction of 3ph 3w 11kv,3p4w LT line and Sub Station due to Widening and Strengthening of Angul Chhendipada Road from Koshala to Chhendipada Road Via Brahamnabil Changudia ( 12/500 KM to 22/00 km)of Angul District For the Year 2024-25.",Please refer Tender documents. ,NA ,"36,18,437",Electrical Works,NA ,Tender,90.0,90.0,ANGUL,759122.0,NA ,NA ,NA ,O/O the Superintending Engineer Angul RB Division,No ,No,1,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,SE (R and B) Angul-01/ 2025-26,2025_EICCL_112439_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,2025_EICCL_112439_8,SE (R and B) Angul-01/ 2025-26,"Construction of 3ph 3w 11kv,3p4w LT line and Sub Station due to Widening and Strengthening of Angul Chhendipada Road from Koshala to Chhendipada Road Via Brahamnabil Changudia ( 12/500 KM to 22/00 km)of Angul District For the Year 2024-25.",PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,24-Jun-2025 05:09 PM,finsummary_536264.pdf (544.35 KB),Finance,The validity of the tender is subject to the result of detail scrutiny of documents submitted by the bidder online.,Kapilendra Behera,25-May-2025 02:11 PM,finance_536264.pdf,BOQ Comparative Chart,1.0,2889019.0,SS ENGINEERING,INR,"3,076,033",1,2889274,M/S GOUTAM MAJHI,21-Apr-2025 11:43 AM,Rejected-AOC,Lottery looser,24-Jun-2025 05:12 PM,24-Jun-2025,"INR 3,076,033",90.0,Pratap Kumar Haripal,24-Jun-2025 05:12 PM,WO.pdf (982.00 KB),Agreement No. 150 P1 of 2025-26 (Contract value excluding GST) Date of Commencement- 18.06.2025 Date of Completion- 17.07.2025,PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,24-Jun-2025 05:05 PM,techsummary_536264.pdf (462.19 KB),AOC
,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2889019,SS ENGINEERING,19-Apr-2025 06:31 PM,Accepted-AOC,Lottery winner,24-Jun-2025 05:12 PM,,,,,,,,,,,,,,AOC
