Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
17-Jun-2025,"INR 30,086,444",330.0,DEBADUTTA SAHU,17-Jun-2025 01:49 PM,Order.pdf (227.00 KB),AZIZUR REHMAN IS 1ST LOWEST (L1)BIDDER,Additional Chief Engineer P.H,Internal,"Additional Chief Engineer P.H , Superintending Engineer PH, PA to ACE , DAO Estimator (AEE), Sub-Div-AEE P.H",DEBADUTTA SAHU,17-Jun-2025 01:43 PM,finsummary_516371.pdf (558.41 KB),1,2681519,ANUP KUMAR BEHERA,04-Dec-2024 04:23 PM,Rejected-AOC,2nd lowest,17-Jun-2025 01:49 PM,Technical,"3(Three) no Tenderer participated, Technical Evaluation will be taken shortly",DEBADUTTA SAHU,11-Dec-2024 12:36 PM,technical_516371.pdf,Finance,"2Nos Financial Bid opened, Follow of action taken shortly",DEBADUTTA SAHU,26-Mar-2025 01:31 PM,finance_516371.pdf,BOQ Comparative Chart,1.0,2679508.0,AZIZUR REHAMAN,INR,"30,086,444",PHEO||SEPH-CIRCLE-BERHAMPUR,2024_PHEO_107095_1,ACEPHCBAM-12/2024-25 Dt.08.11.2024,External power supply with pumping arrangements at Intake well WTP and MBRs including 5 years operation and maintenance in connection with the work Improvement of Water Supply to Rambha NAC under AMRUT 2.0 (SWAP-II),Additional Chief Engineer P.H,Internal,"Additional Chief Engineer P.H, Superintending Engineer P.H, DAO, PA to ACE , AEE (Estimator) , AEE Sub-Div Chatrapur,",DEBADUTTA SAHU,21-Mar-2025 01:24 PM,25-Mar-2025 12:30 PM,techsummary_516371.pdf (2011.58 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"Cost of Tender Paper, EMD, PAN, GSTIN, Affidavits as per DTCN",PHEO||SEPH-CIRCLE-BERHAMPUR,ACEPHCBAM-12/2024-25 Dt.08.11.2024,2024_PHEO_107095_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,External power supply with pumping arrangements at Intake well WTP and MBRs including 5 years operation and maintenance in connection with the work Improvement of Water Supply to Rambha NAC under AMRUT 2.0 (SWAP-II),External power supply with pumping arrangements at Intake well WTP and MBRs including 5 years operation and maintenance in connection with the work Improvement of Water Supply to Rambha NAC under AMRUT 2.0 (SWAP-II),Please refer Tender documents. ,NA ,"3,34,26,000",Civil Works - Water Works,NA ,Tender,120.0,330.0,Rambha,761028.0,Chatrapur ,"Additional Chief Engineer, P.H.Circle Berhampur at Chatrapur near LIC Colony ",26-Nov-2024 12:30 PM ,Chatrapur,No ,No,18-Nov-2024 11:00 AM,09-Dec-2024 12:30 PM,18-Nov-2024 11:00 AM,04-Dec-2024 05:30 PM,18-Nov-2024 11:00 AM ,25-Nov-2024 05:30 PM ,18-Nov-2024 11:00 AM,04-Dec-2024 05:30 PM,25-Mar-2025 12:30 PM,1.0,ICICI BANK,Additional Chief Engineer P.H,"Additional Chief Engineer, P.H.Circle Berhampur at Chatrapur near LIC Colony","3,34,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,2679508,AZIZUR REHAMAN,04-Dec-2024 02:29 PM,Accepted-AOC,1st lowest,17-Jun-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,3,2680589,United Electricals & Engineering Pvt. Ltd.,04-Dec-2024 12:19 PM,Not Admitted-Finance,Not qualified for AOC,26-Mar-2025 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
