Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Superintending Engineer,Internal,DAO Estimator,Basant Kumar Rath,19-Jun-2025 03:32 PM,techsummary_393696.pdf (199.69 KB),"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||EE,MI Divn, Angul",2022_CEMIB_76259_4,"E.E, M.I. Division, Angul No.- 08 /2021-22",Improvement to Head works and Distribution system of Kuio-Intigrated M.I.P(D/W)in Banarpal Block of Angul District under Critical Grant for the year 2022-23,1.0,1812028.0,SRI NIGAMANANDA BEHERA (SC),INR,"1,518,001",1,1813560,ANASUYA BEHERA,21-Mar-2022 04:20 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Jun-2025 03:40 PM,19-Jun-2025,"INR 1,518,001.2",180.0,Basant Kumar Rath,19-Jun-2025 03:52 PM,Kuio.pdf (359.00 KB),Finance,8nos tender found,MADAMANI MARNDI,26-Apr-2022 10:58 AM,finance_393696.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,DAO EStimator,Basant Kumar Rath,19-Jun-2025 03:40 PM,finsummary_393696.pdf (358.59 KB),AOC,0.0,No,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost Online Bid Security Declaration GSTIN PAN,RC and Affidavit",11-Mar-2022 10:00 AM,22-Mar-2022 11:00 AM,11-Mar-2022 10:00 AM,21-Mar-2022 05:00 PM,NA ,NA ,11-Mar-2022 10:00 AM,21-Mar-2022 05:00 PM,Improvement to Head works and Distribution system of Kuio-Intigrated M.I.P(D/W)in Banarpal Block of Angul District under Critical Grant for the year 2022-23,Improvement to Head works and Distribution system of Kuio-Intigrated M.I.P(D/W)in Banarpal Block of Angul District under Critical Grant for the year 2022-23,Please refer Tender documents. ,NA ,"17,86,000",Civil Works - Others,NA ,Tender,90.0,180.0,Angul,759143.0,NA ,NA ,NA ,Executive Engineer M.I.Division Angul,No ,No,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||EE,MI Divn, Angul","E.E, M.I. Division, Angul No.- 08 /2021-22",2022_CEMIB_76259_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer M.I.Division Angul,"Executive Engineer, Minor Irrigation Division, Angul. At / P.O- Hakimpada College Square District-Angul PIN-759143",AOC
,,,,,,,,,,,,,,,2,1813334,DEEPAK KUMAR JENAMANI,21-Mar-2022 01:47 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Jun-2025 03:40 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,1812540,LAXMIDHAR SAHOO,20-Mar-2022 01:31 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Jun-2025 03:40 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,1811721,MANAS RANJAN SAHU,17-Mar-2022 11:58 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Jun-2025 03:40 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,1813504,M/S SUNIL KUMAR PANY,21-Mar-2022 03:44 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Jun-2025 03:40 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,1812613,NARAYAN NAYAK,20-Mar-2022 05:03 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Jun-2025 03:40 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,1812672,Parba Nayak,21-Mar-2022 01:29 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Jun-2025 03:40 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,1812028,SRI NIGAMANANDA BEHERA (SC),18-Mar-2022 09:31 AM,Accepted-AOC,Winner through transparent lottery system,19-Jun-2025 03:52 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
