S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,Shifting and relocation of existing lines and SS due to improvement of PWD road from Nayagarh to Patulisahi 0 km to 12384km under Electrical Section Sarankul II,Shifting and relocation of existing lines and SS due to improvement of PWD road from Nayagarh to Patulisahi 0 km to 12384km under Electrical Section Sarankul II,Please Refer Tender Document ,NA ,"14,90,666",Electrical Works,NA ,Tender,90.0,30.0,Nayagarh,752069.0,NA ,NA ,NA ,"OO/O the EE R and B, Division, Nayagarh",No ,No,"14,907",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,eTCN10,2023_EICCL_98593_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer,"O/O the EE R and B, Division, Nayagarh",1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN, Licence, Affidavit, Schedule, PAN, GST etc.",20-Dec-2023 10:30 AM,30-Dec-2023 11:00 AM,20-Dec-2023 10:30 AM,29-Dec-2023 05:00 PM,NA ,NA ,20-Dec-2023 10:30 AM,29-Dec-2023 05:00 PM,AOC,1,2371734,M/s B. M. ELECTRICALS AND CONSTRUCTION,29-Dec-2023 02:02 PM,Rejected-Finance,Selected through transparency lottery,01-Jun-2025 02:21 PM,Shibalal Sahoo,Internal,,Shibalal Sahoo,01-Jun-2025 02:21 PM,finsummary_480429.pdf (836.65 KB),Finance,Summary,Shibalal Sahoo,01-Jun-2025 02:14 PM,,BOQ Comparative Chart,01-Jun-2025,"INR 1,267,215",30.0,Shibalal Sahoo,01-Jun-2025 02:24 PM,PATULISAHIROADSARANAKUL.pdf (837.00 KB),Shibalal Sahoo,Internal,,Shibalal Sahoo,01-Jun-2025 02:16 PM,techsummary_480429.pdf (836.65 KB),1.0,2367782.0,MS SUSILA ENTERPRISES,INR,"1,267,215",EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,2023_EICCL_98593_2,eTCN10,Shifting and relocation of existing lines and SS due to improvement of PWD road from Nayagarh to Patulisahi 0 km to 12384km under Electrical Section Sarankul II,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,2,2367716,M/S SUBHALAXMI ENTERPRISES,27-Dec-2023 06:03 PM,Rejected-Finance,Selected through transparency lottery,01-Jun-2025 02:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2367782,MS SUSILA ENTERPRISES,27-Dec-2023 05:26 PM,Accepted-AOC,AOC,01-Jun-2025 02:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
