S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2638391.0,ANIL KUMAR PRUSTY,INR,"4,673,484",EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB DIVN KHURDA,2024_EICCL_106232_9,TCN-16-24-25,"Construction of Peddy Procurement Centre at Kalakaleswar PACS, Chilika Block in the district of Khordha",Technical,2 nos are bidder admitted,Ch Akshaya Kumar Subudhi,14-Nov-2024 04:17 PM,,"SE, Khordha (RB) Division",Internal,"Estimator, DAO",Shibalal Sahoo,03-Apr-2025 01:57 PM,finsummary_513515.pdf (2029.78 KB),"SE, Khordha (RB) Division",Internal,"Estimator, DAO",Shibalal Sahoo,13-Mar-2025 05:47 PM,17-Mar-2025 11:00 AM,techsummary_513515.pdf (725.33 KB),Finance,2 nos bidder are admitted,Ch Akshaya Kumar Subudhi,17-Mar-2025 01:25 PM,,BOQ Comparative Chart,29-May-2025,"INR 4,673,484",90.0,Shibalal Sahoo,05-Jun-2025 02:37 PM,66.pdf (864.00 KB),Agrt done,1.0,2638391.0,ANIL KUMAR PRUSTY,11-Nov-2024 02:54 PM,Accepted-AOC,Successful in transparent lottery,05-Jun-2025 02:37 PM,AOC,SE RANDB KHURDA,"O/o the SUPERINTENDING Engineer R and B Division, Khurda",EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB DIVN KHURDA,TCN-16-24-25,2024_EICCL_106232_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of Peddy Procurement Centre at Kalakaleswar PACS, Chilika Block in the district of Khordha","Construction of Peddy Procurement Centre at Kalakaleswar PACS, Chilika Block in the district of Khordha",Please refer Tender documents. ,NA ,"54,97,570",Civil Works - Buildings,NA ,Tender,90.0,90.0,khordha,752055.0,NA ,NA ,NA ,O/O SE RANDB KHURDA,No ,No,1.0,ICICI BANK,31-Oct-2024 10:55 AM,14-Nov-2024 11:30 AM,31-Oct-2024 10:55 AM,13-Nov-2024 05:00 PM,NA ,NA ,31-Oct-2024 10:55 AM,13-Nov-2024 05:00 PM,17-Mar-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy Tender cost, EMD, GSTIN, PAN, Contractor RC and Affidavit","10,000",0.0,Nil,Nil,No,"55,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2615073.0,SAHASRARA CHAKRA TECHNO CONSULTING,07-Nov-2024 04:08 PM,Rejected-AOC,Not Successful in transparent lottery,05-Jun-2025 02:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,AOC
