Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Eecutive Officer,"O/O Executive Officer, Angul Municipality",Construction of drain and road from Birabar Pradhan house to Kotha Ghar in ward No.3,Construction of drain and road from Birabar Pradhan house to Kotha Ghar in ward No.3,Please refer Tender documents. ,NA ,"5,08,635",Civil Works - Others,NA ,Tender,90.0,90.0,Angul,759122.0,NA ,NA ,NA ,"O/O Executive Officer, Angul Municipality",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD online, RC,GST,PAN,Affidavit and other document as per DTCN",06-Dec-2024 10:00 AM,18-Dec-2024 11:00 AM,06-Dec-2024 10:00 AM,17-Dec-2024 05:00 PM,NA ,NA ,06-Dec-2024 10:00 AM,17-Dec-2024 05:00 PM,"5,100",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Angul Municipality,EO/AGLM-06/2024-25,2024_ORULB_107824_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson,Angul Municipality,Prasanta Kumar Nayak,OAS, E.O.,Angul Municipality,Sri Harihar Naik,ATO, Angul,Sri Goutam Nayak, AEE,Angul Municipality",Prasant Kumar Nayak,15-Feb-2025 04:06 PM,techsummary_519302.pdf (350.39 KB),"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson,Angul Municipality,Prasanta Kumar Nayak,OAS, E.O.,Angul Municipality,Sri Harihar Naik,ATO, Angul,Sri Goutam Nayak, AEE,Angul Municipality",Prasant Kumar Nayak,07-Mar-2025 11:38 AM,finsummary_519302.pdf (340.74 KB),Finance,3 no. bidders participated,Prasant Kumar Nayak,23-Dec-2024 11:25 AM,,BOQ Comparative Chart,1.0,2698228.0,Rashmi Ranjan Behera,INR,"432,391",Municipal Bodies||Angul Municipality,2024_ORULB_107824_18,EO/AGLM-06/2024-25,Construction of drain and road from Birabar Pradhan house to Kotha Ghar in ward No.3,1,2699302,Gouri Shankar sethi,16-Dec-2024 07:53 PM,Rejected-AOC,Lottery looser,11-Jun-2025 10:30 AM,11-Jun-2025,"INR 508,635.53",90.0,Satya Prakash Tripathy,11-Jun-2025 10:30 AM,AOC.pdf (1145.00 KB),Date of agreement 18.03.2025 Date of completion 17.06.2025,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2698228,Rashmi Ranjan Behera,16-Dec-2024 09:48 PM,Accepted-AOC,Lottery winner,11-Jun-2025 10:30 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2697462,SANJAY KUMAR ROUT,16-Dec-2024 05:49 PM,Rejected-AOC,Lottery looser,11-Jun-2025 10:30 AM,,,,,,,,AOC
