Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of tender paper cost and EMD, GSTIN, PAN, RC and Affidavit.","CCE, Easter (R and B) Circle, Balasore","O/o CCE, Easter (R and B) Circle, Balasore",1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-EASTERN,CCEEC-06/2024-25,2024_EICCL_107220_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"2,84,500",Yes,fixed,,Nil,Nil,20-Nov-2024 10:00 AM,06-Dec-2024 11:00 AM,20-Nov-2024 10:00 AM,05-Dec-2024 05:00 PM,20-Nov-2024 10:00 AM ,26-Nov-2024 05:00 PM ,20-Nov-2024 10:00 AM,05-Dec-2024 05:00 PM,29-Jan-2025 11:00 AM,Improvement of NH-5 to Balgopalpur industrial Estate Road (ODR)from 0/000km to 0/800 km in the District of Balasore under State plan for the year 2024-25.,Road Work,Please refer Tender documents. ,NA ,"2,84,48,296",Civil Works - Roads,NA ,Tender,90.0,180.0,Balasore,756001.0,NA ,NA ,NA ,"O/o CCE, Easter (R and B) Circle, Balasore",No ,No,AOC,Technical,The Technical bids of 13 (Thirteen) Nos. of bidders are opened for further consideration.,Hemant Naik,06-Dec-2024 04:21 PM,technical_516826.pdf,EIC-CIVIL||SERNB-CIRCLE-EASTERN,2024_EICCL_107220_2,CCEEC-06/2024-25,Improvement of NH-5 to Balgopalpur industrial Estate Road (ODR)from 0/000km to 0/800 km in the District of Balasore under State plan for the year 2024-25.,M.R Sethy,Internal,,Manasa Ranjan Sethy,10-Feb-2025 04:37 PM,finsummary_516826.pdf (1180.71 KB),1.0,2683511.0,BIKRAMANANDA MOHANTY,INR,"24,183,896",1,2678784,AJAY KUMAR ROUT,04-Dec-2024 06:59 PM,Rejected-Finance,Loss from Lottery system,10-Feb-2025 04:37 PM,29-May-2025,"INR 24,183,896",180.0,Manasa Ranjan Sethy,25-Jun-2025 11:29 AM,Agreement.pdf (171.00 KB),aoc,M.R Sethy,Internal,,Manasa Ranjan Sethy,27-Jan-2025 12:37 PM,29-Jan-2025 11:00 AM,techsummary_516826.pdf (1796.73 KB),Finance,The Financial bids of 13 (Thirteen) Nos. of bidders are opened for further consideration.,Itishree Priyadarsini,29-Jan-2025 01:55 PM,finance_516826.pdf,BOQ Comparative Chart,AOC
,,.pdf,Machineries and work Experience.,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2683239,AMARJIT MAHAPATRA,05-Dec-2024 01:39 PM,Rejected-Finance,Loss from Lottery system,10-Feb-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other documents as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2683511,BIKRAMANANDA MOHANTY,05-Dec-2024 03:36 PM,Accepted-AOC,aoc,25-Jun-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2682010,Dinesh Kumar Nayak,04-Dec-2024 07:26 PM,Rejected-Finance,Loss from Lottery system,10-Feb-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2682725,JADU NATH SAHU,05-Dec-2024 09:18 AM,Rejected-Finance,Loss from Lottery system,10-Feb-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2683281,MS SUBASH CHANDRA DAS,05-Dec-2024 02:57 PM,Rejected-Finance,As per DTCN,10-Feb-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2658608,P.C. SUVAM BEHERA,23-Nov-2024 07:52 PM,Rejected-Finance,Loss from Lottery system,10-Feb-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2667980,RANJIT KUMAR BISWAL,04-Dec-2024 11:39 AM,Rejected-Finance,Loss from Lottery system,10-Feb-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2683366,SAPAN KUMAR CHAND,05-Dec-2024 01:51 PM,Rejected-Finance,Loss from Lottery system,10-Feb-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2683257,SARBESWAR PRADHAN,05-Dec-2024 01:52 PM,Rejected-Finance,As per DTCN,10-Feb-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
