Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Modernization to Balance Work of Panchalingeswar MIP (D/W) in Oupada Block of Balasore District under OIIPCRA Scheme for the year 2024-25,Modernization to Balance Work of Panchalingeswar MIP (D/W) in Oupada Block of Balasore District under OIIPCRA Scheme for the year 2024-25,Please refer Tender documents. ,NA ,"15,20,150",Civil Works - Others,NA ,Tender,90.0,120.0,Balasore District Oupada Block,756049.0,SE MI Division Balasore through Online ,Office of the Superintending Engineer Minor Irrigation Division Balasore Near Fandi Chhaka Balasore 756001  ,08-Nov-2024 11:30 AM ,"Superintending Engineer, Minor Irrigation Division",No ,No,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Balasore",OIIPCRA-BAL/W2-01/2024-25(1),2024_CEMIB_106134_2,Yes,National Competitive Bid,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,"EMD, Valid RC,GSTN, PAN, NRC, Affidavit, Certificates, Formats and any other documents as per DTCN","Superintending Engineer,M.I Division, Balasore",Office of the Superintending Engineer Minor Irrigation Division Balasore Near Fandi Chhaka Balasore 756001,"15,200",No,fixed,,Nil,Nil,1,ICICI BANK,29-Oct-2024 10:00 AM,28-Nov-2024 03:30 PM,29-Oct-2024 10:00 AM,28-Nov-2024 03:00 PM,NA ,NA ,29-Oct-2024 10:00 AM,28-Nov-2024 03:00 PM,04-Jan-2025 11:00 AM,0.0,0.0,Nil,Nil,No,AOC,Technical,"As per technical evaluation, 1 out of 1 bidder is found to be qualified",ELEENA MISHRA,03-Jan-2025 02:30 PM,technical_512852.pdf,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Balasore",2024_CEMIB_106134_2,OIIPCRA-BAL/W2-01/2024-25(1),Modernization to Balance Work of Panchalingeswar MIP (D/W) in Oupada Block of Balasore District under OIIPCRA Scheme for the year 2024-25,Superintending Engineer,Internal,"The following persons of this office will act as members of tender committee of this division Smt Rama Dutta, D.A.O. as Member, Er Eleena Mishra,A.E (Estimator)as Member. Er Saraswati Hembram, A.E.",SUSHIL KUMAR BISWAL,23-Jun-2025 11:38 AM,finsummary_512852.pdf (47.44 KB),1.0,2671615.0,RASHMIRANJAN MOHAPATRA,INR,"1,626,563.73",1.0,2671615.0,RASHMIRANJAN MOHAPATRA,28-Nov-2024 02:39 PM,Accepted-AOC,You have been awarded the contract for this tender.,23-Jun-2025 11:47 AM,23-Jun-2025,"INR 1,626,564",120.0,SUSHIL KUMAR BISWAL,23-Jun-2025 11:47 AM,AOC.pdf (385.00 KB),"As per the result of, the lowest bidder being 7% excess than the estimated cost put to tender, the Rashmi Ranjan Mohapatra â€œCâ€ Class contractor is declared as winner",Superintending Engineer,Internal,"The following persons of this office will act as members of tender committee of this division Smt Rama Dutta, D.A.O. as Member, Er Eleena Mishra,A.E (Estimator)as Member. Er Saraswati Hembram, A.E.",ELEENA MISHRA,03-Jan-2025 02:37 PM,04-Jan-2025 11:00 AM,techsummary_512852.pdf (45.92 KB),Finance,Open,SUSHIL KUMAR BISWAL,23-Jun-2025 11:16 AM,finance_512852.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill of Quantity,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
