Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
24-Jun-2025,"INR 1,998,027.53",90.0,Susanta Dung Dung,24-Jun-2025 12:45 PM,298_128_1.pdf (365.00 KB),As per estimated rate,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,24-Jun-2025 12:39 PM,techsummary_508797.pdf (490.25 KB),Finance,Admitted,Sanjukta Kumari Raipatro,29-Oct-2024 04:21 PM,finance_508797.pdf,BOQ Comparative Chart,1.0,2590035.0,Pintu Jena,INR,"2,057,968.35",Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,24-Jun-2025 12:42 PM,finsummary_508797.pdf (358.70 KB),1,2590036,Pabitra Kumar Muni,22-Oct-2024 06:19 PM,Rejected-Finance,Rejected,24-Jun-2025 12:42 PM,Municipal Bodies||Brahmapur Municipal Corporation,2024_ORULB_105443_128,BeMC (BAM)/ 298/ 2024-2025,Construction of CC Drain and Road at Bishnu Nagar Main Road in Ward no-16,AOC,"19,980",Yes,fixed,,Nil,Nil,Construction of CC Drain and Road at Bishnu Nagar Main Road in Ward no-16,Construction of CC Drain and Road at Bishnu Nagar Main Road in Ward no-16,Please refer tender documents ,NA ,"19,98,027",Civil Works - Others,NA ,Tender,120.0,90.0,"Berhampur Municipal Corporation, Berhampur",760002.0,NA ,NA ,NA ,Berhampur Municipal Corporation,No ,No,09-Oct-2024 03:00 PM,25-Oct-2024 11:30 AM,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,09-Oct-2024 03:00 PM ,15-Oct-2024 02:00 PM ,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,Municipal Bodies||Brahmapur Municipal Corporation,BeMC (BAM)/ 298/ 2024-2025,2024_ORULB_105443_128,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Commissioner,","Berhampur Municipal Corporation, Berhampur",1,ICICI BANK,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, BID COST, EMD AND REGISTRATION ETC AS PER DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2590035,Pintu Jena,22-Oct-2024 06:16 PM,Accepted-AOC,Accepted,24-Jun-2025 12:45 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,.xls,BOQ,AOC
