EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"7,000",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,11-Mar-2025 10:00 AM,25-Mar-2025 11:00 AM,11-Mar-2025 10:00 AM,24-Mar-2025 05:00 PM,NA ,NA ,11-Mar-2025 10:00 AM,24-Mar-2025 05:00 PM,1.0,ICICI BANK,Municipal Bodies||Rajgangpur Municipality,EO/RGP/02 of 2025-26,2025_ORULB_111470_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Officer,"Rajgangpur Municipality, Dist-Sundargarh",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT.",Construction of paver block road from Ali hussain house towards Sajda House in Ward No.19,Construction of paver block road from Ali hussain house towards Sajda House in Ward No.19,Please refer Tender documents ,NA ,"7,00,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rajgangpur Municipality Area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,AOC,Madhuri Lugun,Internal,,Hajam Tudu,11-Jun-2025 06:41 PM,finsummary_532791.pdf (1007.86 KB),Madhuri Lugun,Internal,,Victor Soreng,31-May-2025 10:39 AM,techsummary_532791.pdf (961.42 KB),1.0,2864141.0,SAGIR ALAM,INR,"700,000",Municipal Bodies||Rajgangpur Municipality,2025_ORULB_111470_22,EO/RGP/02 of 2025-26,Construction of paver block road from Ali hussain house towards Sajda House in Ward No.19,1,2865360,AMARENDRA BISWAL,23-Mar-2025 02:25 PM,Rejected-AOC,Rejected,11-Jun-2025 06:46 PM,11-Jun-2025,"INR 700,000",90.0,Hajam Tudu,11-Jun-2025 06:46 PM,2225.pdf (345.00 KB),Finance,OK,Victor Soreng,31-May-2025 10:34 AM,finance_532791.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2864237,BHARAT CONSTRUCTION,22-Mar-2025 12:46 AM,Rejected-AOC,Rejected,11-Jun-2025 06:46 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2864031,BHARAT TANTY,21-Mar-2025 06:58 PM,Rejected-AOC,Rejected,11-Jun-2025 06:46 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2863484,CLEMENT KERKETTA,21-Mar-2025 05:44 PM,Rejected-AOC,Rejected,11-Jun-2025 06:46 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2866730,EVA PRATIMA XALXO,24-Mar-2025 01:55 PM,Rejected-AOC,Rejected,11-Jun-2025 06:46 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2866700,GIRIJA PRASAD SAMAL,24-Mar-2025 01:45 PM,Rejected-AOC,Rejected,11-Jun-2025 06:46 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2865100,GITA SAGAR,23-Mar-2025 12:52 AM,Rejected-AOC,Rejected,11-Jun-2025 06:46 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2863286,IFTEKHAR AHMED,21-Mar-2025 12:45 AM,Rejected-AOC,Rejected,11-Jun-2025 06:46 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2865249,Karttik Sing,23-Mar-2025 12:45 PM,Rejected-AOC,Rejected,11-Jun-2025 06:46 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2863186,KIRAN KUMAR BADAIK,20-Mar-2025 09:30 PM,Rejected-AOC,Rejected,11-Jun-2025 06:46 PM,,,,,,,,,,,,,AOC
