S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor registration Certificate, Affidavit, etc.","Provision of 10KVA DG set for Agro-Polytechnic Center, Keonjhar for the year 2024-25.","Provision of 10KVA DG set for Agro-Polytechnic Center, Keonjhar for the year 2024-25.",Please refer Tender documents. ,NA ,"5,06,635",Electrical Works,NA ,Tender,90.0,30.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o the SE, Keonjhar (R and B) Division",No ,No,"The Superintending Engineer,Keonjhar(RandB) Divisi","O/o the Superintending Engineer, Keonjhar (R and B) Division, Keonjhar - 758001","5,100",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,20-Feb-2025 06:00 PM,28-Feb-2025 10:30 AM,20-Feb-2025 06:00 PM,27-Feb-2025 05:00 PM,NA ,NA ,20-Feb-2025 06:00 PM,27-Feb-2025 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,Bid Identification No PWDK- 30 / 2024-25.,2025_EICCL_110983_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,18-Jun-2025,"INR 430,690.52",30.0,Sambit Mohanty,18-Jun-2025 06:24 PM,09_B_2025_Basanti_Ellectrical.pdf (473.00 KB),Winner of lottery.,1,2840165,M/s BASANTI ELECTRICALS AND CONSTRUCTION,27-Feb-2025 02:25 PM,Accepted-AOC,Winner of lottery.,18-Jun-2025 06:24 PM,Er Sambit Mohanty,Internal,"Superintending Engineer, Divisional Accounts Officer No-I, Executive Engineer (Estimator) Keonjhar R and B Division Keonjhar",Sambit Mohanty,18-Jun-2025 06:15 PM,techsummary_530986.pdf (43.06 KB),Er Sambit Mohanty,Internal,"Superintending Engineer, Divisional Accounts Officer No-I, Executive Engineer (Estimator) Keonjhar R and B Division Keonjhar",Sambit Mohanty,18-Jun-2025 06:21 PM,finsummary_530986.pdf (743.64 KB),EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,2025_EICCL_110983_1,Bid Identification No PWDK- 30 / 2024-25.,"Provision of 10KVA DG set for Agro-Polytechnic Center, Keonjhar for the year 2024-25.",1.0,2840165.0,M/s BASANTI ELECTRICALS AND CONSTRUCTION,INR,"430,690.52",Finance,Bid opening summary,Sambit Mohanty,28-Feb-2025 02:20 PM,finance_530986.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2839753,RM ENTERPRISES,27-Feb-2025 02:59 PM,Rejected-Finance,As per decision of Tender Evaluation Committee.,18-Jun-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2839924,RUPALI SETHY,27-Feb-2025 01:10 PM,Rejected-Finance,As per decision of Tender Evaluation Committee.,18-Jun-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2838050,Satyam Maharana,25-Feb-2025 08:51 PM,Rejected-AOC,Loser of lottery.,18-Jun-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2840037,UTKAL POWER,27-Feb-2025 01:51 PM,Rejected-Finance,As per decision of Tender Evaluation Committee.,18-Jun-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
