Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
E-procurement Notice No.46/OCCL/2024-25(on-line),Restoration to right bank service road from 00 Km to 2.04 Km and Jayantipur distributary of Bahuda Irrigation Project.,Please refer Tender documents. ,NA ,"7,29,58,312",Civil Works - Others,NA ,Tender,90.0,180.0,"Bahuda Irrigation Project,Chikiti",761012.0,NA ,NA ,NA ,HEAD OFFICE OCCL,No ,No,ODISHA CONSTRUCTION CORPORATION LTD,Bid Identification No.OCCL-GMP/07/2024-25,2025_OCCL_109465_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,30,000",Yes,fixed,,Nil,Nil,16-Jan-2025 03:30 PM,31-Jan-2025 12:00 PM,16-Jan-2025 03:30 PM,30-Jan-2025 05:30 PM,16-Jan-2025 03:30 PM ,22-Jan-2025 03:30 PM ,16-Jan-2025 03:30 PM,30-Jan-2025 05:30 PM,17-Feb-2025 11:30 AM,"11,800",Nil,Nil,No,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd.,UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012",1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate,Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.",1.0,ICICI BANK,AOC,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,13-Jun-2025 01:25 PM,finsummary_525917.pdf (503.21 KB),13-Jun-2025,"INR 72,958,311.83",180.0,Pratap Chandra Chaudhury,13-Jun-2025 01:29 PM,AOC_Bahuda_13JUN2025.pdf (503.00 KB),AOC,Finance,Opened Successfully.,Pratap Chandra Chaudhury,17-Feb-2025 12:04 PM,,BOQ Comparative Chart,Technical,Opened Successfully.,Pratap Chandra Chaudhury,31-Jan-2025 12:06 PM,,1.0,2788443.0,B Manoj Kumar Rao,30-Jan-2025 03:33 PM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,13-Jun-2025 01:29 PM,ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_109465_1,Bid Identification No.OCCL-GMP/07/2024-25,E-procurement Notice No.46/OCCL/2024-25(on-line),1.0,2788443.0,B Manoj Kumar Rao,INR,"65,669,776",MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,15-Feb-2025 05:39 PM,17-Feb-2025 11:30 AM,techsummary_525917.pdf (1406.23 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN.,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2780815.0,P R R INFRASTRUCTURES,28-Jan-2025 10:49 AM,Rejected-Finance,L2 BIDDER.,13-Jun-2025 01:25 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
