Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,28-Apr-2025 01:33 PM,techsummary_536286.pdf (31.25 KB),02-Jun-2025,"INR 1,096,408",90.0,Dillip Kumar Das,02-Jun-2025 05:55 PM,Sindhiguda.pdf (21257.00 KB),"Reinstallation, electrification and energisation of Sindhiguda L.I.P under Kosagumuda Block of Nabarangpur Dictrict.",1,2888594,BADAL PATTNAIK,21-Apr-2025 12:25 PM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:55 PM,1.0,2891631.0,RAMESH CHANDRA BISWAL,INR,"1,096,408",Finance,Opened successfully,Dillip Kumar Das,28-Apr-2025 11:03 AM,finance_536286.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimator",Jayaram Behera,29-Apr-2025 04:12 PM,finsummary_536286.pdf (31.26 KB),Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2025_OLIC_112401_11,327/29.03.2025,Sindhiguda,AOC,"7,080",0.0,Nil,Nil,No,Sindhiguda,"Reinstallation, electrification and energisation of Sindhiguda L.I.P under Kosagumuda Block of Nabarangpur Dictrict",As per DTCN ,NA ,"10,93,000",Civil Works - Lift Irrigation Schemes,Electrification ,Tender,180.0,NA ,Nabarangpur,764059.0,NA ,NA ,NA ,"Office of the E.E. L.I Division, Nabarangpur",No ,No,15-Apr-2025 10:00 AM,23-Apr-2025 11:00 AM,15-Apr-2025 10:00 AM,22-Apr-2025 05:00 PM,15-Apr-2025 10:00 AM ,19-Apr-2025 01:00 PM ,15-Apr-2025 10:00 AM,22-Apr-2025 05:00 PM,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,327/29.03.2025,2025_OLIC_112401_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,930",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License, PAN, GST Joint Venture, Tender Paper Cost, Experience","E.E. L.I Division, Nabarangpur","E.E. L.I Division, Nabarangpur 764059",AOC
,,,,,,,,,,,,,2,2890721,CHANDAN NAYAK,21-Apr-2025 06:47 PM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,AOC
,,,,,,,,,,,,,3,2889052,DAITARI SIA,21-Apr-2025 11:18 AM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2891237,IRFAN KHAN,22-Apr-2025 12:09 PM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2891021,M/S MAHAMAYEE ENTERPRISES,22-Apr-2025 02:18 PM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2888308,M/S SHANTI POWER AND CONSTRUCTION,20-Apr-2025 04:23 PM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2890801,M/S U.S. QUALITY ENGINEERING WORKS,21-Apr-2025 08:36 PM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2891631,RAMESH CHANDRA BISWAL,22-Apr-2025 02:57 PM,Accepted-AOC,Accepted being L1 winner,02-Jun-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2891185,RASHMITA NAYAK,22-Apr-2025 11:11 AM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2890216,Sambit Kumar Dash,22-Apr-2025 07:59 AM,Rejected-AOC,Rejected being L1 winner accepted the bid,02-Jun-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
