EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,Municipal Bodies||Bhawanipatna Municipality,BPM/02/2025-26,2025_ORULB_113631_45,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",Construction of drain and road from Alam Khan chowk to sishumsndir back side in Ward No 5,Construction of drain and road from Alam Khan chowk to sishumsndir back side in Ward No 5,Please refer Tender documents. ,NA ,"6,11,444",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,21-May-2025 02:00 PM,30-May-2025 05:00 PM,21-May-2025 02:00 PM,30-May-2025 04:00 PM,NA ,NA ,21-May-2025 02:00 PM,30-May-2025 04:00 PM,"4,000",0.0,Nil,Nil,No,AOC,Chairperson,Mixed,,Pratik Rath,30-Jun-2025 09:39 PM,finsummary_540469.pdf (1957.09 KB),Chairperson,Internal,,Pratik Rath,26-Jun-2025 07:46 AM,techsummary_540469.pdf (1957.09 KB),30-Jun-2025,"INR 519,788.76",30.0,Pratik Rath,30-Jun-2025 09:42 PM,46Proceeding.pdf (1957.00 KB),Municipal Bodies||Bhawanipatna Municipality,2025_ORULB_113631_45,BPM/02/2025-26,Construction of drain and road from Alam Khan chowk to sishumsndir back side in Ward No 5,1.0,2937472.0,KIRAN KUMAR SAHU,INR,"519,788.76",1,2931791,AKASH AGRAWAL,28-May-2025 02:24 PM,Rejected-Finance,L3,30-Jun-2025 09:39 PM,Finance,accepted,BANAMALI MEHER,01-Jun-2025 11:16 AM,,BOQ Comparative Chart,AOC
,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2937227,Anubhab Mishra,29-May-2025 02:24 PM,Rejected-Finance,L3,30-Jun-2025 09:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2930523,BIKASH KUMAR SAHANI,25-May-2025 08:34 PM,Rejected-Finance,L3,30-Jun-2025 09:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2930801,DEEPAK KUMAR SAHANI,25-May-2025 07:44 PM,Rejected-Finance,L3,30-Jun-2025 09:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2940231,HARI SHANKAR PATNAIK,29-May-2025 11:35 PM,Rejected-Finance,L3,30-Jun-2025 09:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2932629,JANAKI PUJHARI,28-May-2025 03:45 PM,Rejected-Finance,L3,30-Jun-2025 09:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2937472,KIRAN KUMAR SAHU,29-May-2025 06:42 PM,Accepted-AOC,AWARDED,30-Jun-2025 09:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2940636,LINGARAJ DEEP,29-May-2025 06:36 PM,Rejected-Finance,L3,30-Jun-2025 09:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2934464,Nabin Kumar Rout,28-May-2025 07:17 AM,Rejected-Finance,L3,30-Jun-2025 09:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2930901,NIHAR RANJAN MANGARAJ,28-May-2025 06:07 PM,Rejected-Finance,L3,30-Jun-2025 09:39 PM,,,,,,,AOC
