S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN EMD PAN Valid RC Affidavit as per DTCN,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,SE DKL (R and B) 50/ 2024-25,2025_EICCL_111741_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of E-Type Quarter for Deogan Section office at Deogan in District of Dhenkanal for the year 2024-25(Composite),Construction of E-Type Quarter for Deogan Section office at Deogan in District of Dhenkanal for the year 2024-25(Composite),Please refer Tender documents  ,NA ,"46,13,519",Civil Works - Buildings,NA ,Tender,90.0,120.0,Dhenkanal,759001.0,NA ,NA ,NA ,SE Dhenkanal R and B Division Dhenkanal,No ,No,SE Dhenkanal R and B Division Dhenkanal,SE Dhenkanal R and B Division Dhenkanal,19-Mar-2025 09:00 AM,03-Apr-2025 11:00 AM,19-Mar-2025 09:00 AM,02-Apr-2025 05:00 PM,NA ,NA ,19-Mar-2025 09:00 AM,02-Apr-2025 05:00 PM,"47,000",Yes,fixed,,Nil,Nil,AOC,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,2025_EICCL_111741_4,SE DKL (R and B) 50/ 2024-25,Construction of E-Type Quarter for Deogan Section office at Deogan in District of Dhenkanal for the year 2024-25(Composite),Superintending Engineer,Internal,Sr DAO AEE Estimator JE Estimator,JAYANTA PRASAD NAIK,30-Jun-2025 08:46 PM,finsummary_533652.pdf (25.12 KB),Finance,TENDER OPENED,Suchismita Satapathy,04-Apr-2025 01:01 PM,finance_533652.pdf,BOQ Comparative Chart,1.0,2870624.0,BIKRAM SATAPATHY,INR,"3,921,953",30-Jun-2025,"INR 4,613,519",120.0,JAYANTA PRASAD NAIK,30-Jun-2025 09:13 PM,E_TYPE.pdf (466.00 KB),Agreement as on dtd.20.06.2025,1,2873568,Alok Kumar Baral,30-Mar-2025 10:37 AM,Rejected-AOC,disqualified in transparent lottery,30-Jun-2025 09:13 PM,SE Dhenkanal,Internal,Sr DAO AEE Estimator JE Estimator,Suchismita Satapathy,28-Apr-2025 09:39 PM,techsummary_533652.pdf (660.35 KB),AOC
2.0,ICICI NEFT/RTGS,,,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2864554,Amit Kumar Sahoo,22-Mar-2025 01:41 PM,Rejected-AOC,disqualified in transparent lottery,30-Jun-2025 09:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2866332,Ashok Kumar Guru,24-Mar-2025 12:07 PM,Rejected-AOC,disqualified in transparent lottery,30-Jun-2025 09:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2870624,BIKRAM SATAPATHY,30-Mar-2025 12:50 PM,Accepted-AOC,Work has been awarded,30-Jun-2025 09:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2863526,Bishnu Prasad Mohanty,24-Mar-2025 01:54 PM,Rejected-AOC,disqualified in transparent lottery,30-Jun-2025 09:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2873625,Debi Sankar Sharma,01-Apr-2025 12:39 PM,Rejected-AOC,disqualified in transparent lottery,30-Jun-2025 09:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2874431,DEEPAK PRASAD JENA,02-Apr-2025 10:11 AM,Rejected-AOC,disqualified in transparent lottery,30-Jun-2025 09:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2868329,DINESH CHANDRA BOITEI,25-Mar-2025 07:10 PM,Rejected-AOC,disqualified in transparent lottery,30-Jun-2025 09:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2873810,DIPAK RANJAN PARIDA,31-Mar-2025 12:26 PM,Rejected-AOC,disqualified in transparent lottery,30-Jun-2025 09:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2874648,DIPTIMAYEE PRADHAN,02-Apr-2025 01:12 PM,Rejected-AOC,disqualified in transparent lottery,30-Jun-2025 09:13 PM,,,,,,,AOC
