Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"LICENSE,GST,PAN,VALID LABOUR LICENSE,AFFIDAVIT ETC AS PER DTCN.",Construction of Paver from Babuli Sethi House to Nua Pokhari Culvert at Amalapada in Ward No.06 for 2024-25.,Construction of Paver from Babuli Sethi House to Nua Pokhari Culvert at Amalapada in Ward No.06 for 2024-25.,Please refer Tender documents. ,NA ,"11,84,323",Civil Works - Others,NA ,Tender,90.0,90.0,NAC Nimapara,752106.0,NA ,NA ,NA ,NAC Nimapara,No ,No,Municipal Bodies||Nimapara NAC,NP-NAC-04/2024-25,2025_ORULB_111520_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Executive Officer, Nimapara NAC","NAC Nimapara, At/Po-Nimapara, Dist-Puri, Pin-752106","11,844",Yes,fixed,,Nil,Nil,13-Mar-2025 11:00 AM,03-Apr-2025 11:00 AM,13-Mar-2025 11:00 AM,28-Mar-2025 05:00 PM,NA ,NA ,13-Mar-2025 11:00 AM,28-Mar-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC,Sasmita Sahoo,Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, Nimapara NAC, Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara.",Chinmaya Das,16-Jun-2025 03:30 PM,finsummary_532975.pdf (189.09 KB),Sasmita Sahoo,Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, Nimapara NAC, Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara.",Chinmaya Das,16-Jun-2025 03:25 PM,techsummary_532975.pdf (189.09 KB),Municipal Bodies||Nimapara NAC,2025_ORULB_111520_29,NP-NAC-04/2024-25,Construction of Paver from Babuli Sethi House to Nua Pokhari Culvert at Amalapada in Ward No.06 for 2024-25.,1.0,2871203.0,KRUSHNA CHANDRA SWAIN,INR,"1,006,794",1,2870881,AKSHAYA KUMAR BEHERA,27-Mar-2025 07:41 PM,Rejected-AOC,Rejected.,16-Jun-2025 03:37 PM,16-Jun-2025,"INR 1,006,794",90.0,Chinmaya Das,16-Jun-2025 03:37 PM,SL29WO.pdf (154.00 KB),Sri KRUSHNA CHANDRA SWAIN is awarded as L1 bidder .,Finance,All 10 bidders are accepted.,Chinmaya Das,16-Jun-2025 03:22 PM,finance_532975.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2869210,BIBEKANANDA SITHA,28-Mar-2025 07:59 AM,Rejected-AOC,Rejected.,16-Jun-2025 03:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2870688,DEBASIS HARICHANDAN,28-Mar-2025 01:19 PM,Rejected-AOC,Rejected.,16-Jun-2025 03:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2871592,KASHINATH BEHERA,28-Mar-2025 01:00 PM,Rejected-AOC,Rejected.,16-Jun-2025 03:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2871203,KRUSHNA CHANDRA SWAIN,27-Mar-2025 07:55 PM,Accepted-AOC,Accepted.,16-Jun-2025 03:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2870607,MAHEERA CONSTRUCTION,27-Mar-2025 10:15 PM,Rejected-AOC,Rejected.,16-Jun-2025 03:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2869290,NIRANJAN SAHOO,27-Mar-2025 10:55 PM,Rejected-AOC,Rejected.,16-Jun-2025 03:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2871913,PARAMESTI BEHERA,28-Mar-2025 01:27 PM,Rejected-AOC,Rejected.,16-Jun-2025 03:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2868991,SARASWATI ENGINEERING PROP.KAMALA KRISHNA RAO ACHARYA,28-Mar-2025 08:08 AM,Rejected-AOC,Rejected.,16-Jun-2025 03:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2870980,SRIKANTA KUMAR BASTIA,27-Mar-2025 08:20 PM,Rejected-AOC,Rejected.,16-Jun-2025 03:37 PM,,,,,,,,,,,,,,AOC
