Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","1,62,200",Yes,fixed,,Nil,Nil,Orissa State Police Housing and Welfare Corporation Ltd,16/OPHWC/2024-25,2025_OSPHW_111394_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Constn. of 6 nos. E type Qtrs. at Ghasipura P.S, Keonjhar",Building Work,Please refer Tender documents  ,NA ,"1,62,21,189",Civil Works - Buildings,NA ,Tender,90.0,365.0,Keonjhar,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,08-Mar-2025 11:00 AM,25-Mar-2025 10:30 AM,08-Mar-2025 11:00 AM,24-Mar-2025 05:00 PM,NA ,NA ,08-Mar-2025 11:00 AM,24-Mar-2025 05:00 PM,01-May-2025 10:30 AM,"11,800",0.0,Nil,Nil,No,AOC,AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,BIBHUTI BHUSHAN NAIK,11-Jun-2025 05:43 PM,finsummary_532397.pdf (398.02 KB),Technical,SIX BIDDER HAVE PARTICIPARTED,Bikram Keshari Malla,26-Mar-2025 12:30 PM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_111394_8,16/OPHWC/2024-25,"Constn. of 6 nos. E type Qtrs. at Ghasipura P.S, Keonjhar",1.0,2867184.0,DEEPAK KUMAR JENA,INR,"14,419,014.85",11-Jun-2025,"INR 14,419,014.85",365.0,BIBHUTI BHUSHAN NAIK,11-Jun-2025 05:46 PM,WORKLD9.pdf (541.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 28.05.2025,1,2866298,BISHNU PRASAD SETHY,24-Mar-2025 01:24 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,30-Apr-2025 06:41 PM,Finance,financial bid open and comparative generated,Bikram Keshari Malla,01-May-2025 11:23 AM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,BIBHUTI BHUSHAN NAIK,30-Apr-2025 06:41 PM,01-May-2025 10:30 AM,techsummary_532397.pdf (343.45 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2866878,CHINTAMANI SAHOO,24-Mar-2025 02:43 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,30-Apr-2025 06:41 PM,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2867184,DEEPAK KUMAR JENA,24-Mar-2025 04:23 PM,Accepted-AOC,QUALIFIED BIDDER,11-Jun-2025 05:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2865447,MANAMOHAN BARAL,23-Mar-2025 05:09 PM,Rejected-Finance,DUE TO L2 BIDDER,11-Jun-2025 05:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2867092,NIRAKAR SAMAL,24-Mar-2025 04:15 PM,Rejected-Finance,DUE TO L2 BIDDER,11-Jun-2025 05:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2867195,SANDEEP NAYAK,24-Mar-2025 04:33 PM,Rejected-Finance,DUE TO L1 BIDDER BUT L2 BIDDER IS SC BIDDER BIDDER GET WORK AT L1 RATE,11-Jun-2025 05:43 PM,,,,,,,,,,,,,,AOC
