S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,2846948.0,Dillip Ranjan Das,INR,"722,175",Finance,Summary,Sanjib Kumar Behera,01-Jun-2025 12:29 PM,,BOQ Comparative Chart,Sanjib Kumar Behera,Internal,,Sanjib Kumar Behera,01-Jun-2025 12:44 PM,finsummary_532138.pdf (964.64 KB),EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,2025_EICCL_111152_5,eTCN12,Shifting and relocation of existing 11 KV lines from the OAV Campus site at Nuagaon in the district of Nayagarh,Sanjiib Kumar behera,Internal,,Sanjib Kumar Behera,01-Jun-2025 12:36 PM,techsummary_532138.pdf (346.47 KB),1,2850552,ALOK KUMAR MOHAPATRA,11-Mar-2025 01:41 PM,Rejected-Technical,Disqualified,01-Jun-2025 12:36 PM,01-Jun-2025,"INR 722,175",30.0,Sanjib Kumar Behera,01-Jun-2025 12:45 PM,9095.pdf (965.00 KB),AOC,Superitending Engineer,"O/o of the SE, Nayagarh RandB Division",EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,eTCN12,2025_EICCL_111152_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN, Licence, Affidavit, Schedule, PAN, GST etc.",Shifting and relocation of existing 11 KV lines from the OAV Campus site at Nuagaon in the district of Nayagarh,Shifting and relocation of existing 11 KV lines from the OAV Campus site at Nuagaon in the district of Nayagarh,Please refer Tender documents. ,NA ,"8,49,518",Electrical Works,NA ,Tender,90.0,30.0,Nayagarh,752069.0,NA ,NA ,NA ,"O/o of the SE, Nayagarh RandB Division",No ,No,"8,495",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,04-Mar-2025 11:00 AM,12-Mar-2025 11:00 AM,04-Mar-2025 11:00 AM,11-Mar-2025 05:00 PM,NA ,NA ,04-Mar-2025 11:00 AM,11-Mar-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2845481,BABA ELECTRICAL CONSTRUCTION,10-Mar-2025 11:54 AM,Rejected-Technical,Disqualified,01-Jun-2025 12:36 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2846948,Dillip Ranjan Das,08-Mar-2025 08:46 AM,Accepted-AOC,AOC,01-Jun-2025 12:45 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2849883,ECO ELECTRIC POWER SOLUTIONS,10-Mar-2025 09:24 PM,Rejected-Technical,Disqualified,01-Jun-2025 12:36 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2847003,M/S. M.C.C. ASSOCIATES,08-Mar-2025 11:38 AM,Rejected-Finance,Selected through transparency lottery,01-Jun-2025 12:44 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2845369,"M/s Ramchandi Construction, Nayagargh",06-Mar-2025 09:05 AM,Rejected-Technical,Disqualified,01-Jun-2025 12:36 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
