Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of paver road from Bhaskar Farm house towards Mahadev club in Ward no 17 of choudwar municipality,Construction of paver road from Bhaskar Farm house towards Mahadev club in Ward no 17 of choudwar municipality,Please refer Tender documents. ,NA ,"16,90,295",Civil Works - Others,NA ,Tender,90.0,NA ,Choudwar,756071.0,NA ,NA ,NA ,Executive Officer Choudwar Municipality,No ,No,"16,903",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,As Per DTCN,"7,080",0.0,Nil,Nil,No,Executive Officer,Choudwar Municipality,Municipal Bodies||Choudwar Municipality,ChM-01/2025-26,2025_ORULB_112370_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,15-Apr-2025 11:00 AM,29-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,15-Apr-2025 11:00 AM,28-Apr-2025 05:00 PM,AOC,Municipal Bodies||Choudwar Municipality,2025_ORULB_112370_7,ChM-01/2025-26,Construction of paver road from Bhaskar Farm house towards Mahadev club in Ward no 17 of choudwar municipality,EO,Internal,,Soumya Ranjan Mishra,19-Jun-2025 05:00 PM,finsummary_536193.pdf (682.31 KB),Finance,"The tender has been opened in presence of EO,ME,JE,Dealing asst in choudwar municipality",Patitapaban Pattnayak,30-Apr-2025 10:48 AM,finance_536193.pdf,BOQ Comparative Chart,1.0,2892812.0,KRISHNA GLOBAL SOLUTIONS,INR,"1,436,919",1,2898303,ANIL KUMAR BHOI,28-Apr-2025 03:24 PM,Rejected-Finance,REJECT,19-Jun-2025 05:00 PM,19-Jun-2025,"INR 169,025",30.0,Soumya Ranjan Mishra,19-Jun-2025 05:03 PM,cssl7.pdf (682.00 KB),EO,Internal,,Soumya Ranjan Mishra,19-Jun-2025 04:57 PM,techsummary_536193.pdf (267.22 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,As Per BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2895205,ASHOK KUMAR SAHOO,26-Apr-2025 02:08 PM,Rejected-Finance,REJECT,19-Jun-2025 05:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2895745,CHITTARANJAN JENA,26-Apr-2025 02:29 PM,Rejected-Finance,REJECT,19-Jun-2025 05:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2897736,HIMANSHU KUMAR BEHERA,28-Apr-2025 12:28 PM,Rejected-Finance,REJECT,19-Jun-2025 05:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2894293,JAGANNATH BEHERA,27-Apr-2025 09:00 AM,Rejected-Finance,REJECT,19-Jun-2025 05:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2892812,KRISHNA GLOBAL SOLUTIONS,23-Apr-2025 05:18 PM,Accepted-AOC,L1 IN LOTTERY,19-Jun-2025 05:03 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2895648,MAHESWAR BHOI,26-Apr-2025 01:42 PM,Rejected-Finance,REJECT,19-Jun-2025 05:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2897864,SANJIB KUMAR DALAI,28-Apr-2025 01:10 PM,Rejected-Finance,REJECT,19-Jun-2025 05:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2895185,SURYANARAYAN DAS,25-Apr-2025 08:14 PM,Rejected-Finance,REJECT,19-Jun-2025 05:00 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2897276,SUSANTA KUMAR BEHERA,27-Apr-2025 10:58 PM,Rejected-Finance,L2 IN LOTTERY PROCESS,19-Jun-2025 05:00 PM,,,,,,,,,,,,,AOC
